"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"4535",35,10749,10770,NA,NA,NA,NA,NA,NA,NA,NA
"4536",36,99,18,NA,NA,NA,NA,NA,NA,NA,NA
"4537",99,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4538",14,28,878,NA,NA,NA,NA,NA,NA,NA,NA
"4539",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4540",80,18,27,NA,NA,NA,NA,NA,NA,NA,NA
"4541",10751,18,10749,35,NA,NA,NA,NA,NA,NA,NA
"4542",12,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"4543",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4544",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4545",18,35,36,10751,NA,NA,NA,NA,NA,NA,NA
"4546",28,12,18,10751,NA,NA,NA,NA,NA,NA,NA
"4547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4548",16,35,9648,10749,878,18,NA,NA,NA,NA,NA
"4549",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4550",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4551",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4552",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4553",28,12,16,14,27,53,NA,NA,NA,NA,NA
"4554",16,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"4555",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4556",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4557",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4558",53,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4559",9648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4560",35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4561",14,18,27,10749,NA,NA,NA,NA,NA,NA,NA
"4562",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4563",27,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4564",878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4565",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4566",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4567",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4569",28,53,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4570",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4571",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4572",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4573",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4574",80,27,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4575",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4576",28,12,14,NA,NA,NA,NA,NA,NA,NA,NA
"4577",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4578",35,16,10751,NA,NA,NA,NA,NA,NA,NA,NA
"4579",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4581",18,35,10749,10769,NA,NA,NA,NA,NA,NA,NA
"4582",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4583",28,18,36,10752,NA,NA,NA,NA,NA,NA,NA
"4584",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4585",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4586",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4587",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4588",28,12,18,10749,NA,NA,NA,NA,NA,NA,NA
"4589",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4590",28,36,10752,NA,NA,NA,NA,NA,NA,NA,NA
"4591",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4592",878,28,53,NA,NA,NA,NA,NA,NA,NA,NA
"4593",99,18,10751,NA,NA,NA,NA,NA,NA,NA,NA
"4594",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4595",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4596",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4597",53,27,28,NA,NA,NA,NA,NA,NA,NA,NA
"4598",10770,18,36,10752,NA,NA,NA,NA,NA,NA,NA
"4599",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4600",10770,14,27,NA,NA,NA,NA,NA,NA,NA,NA
"4601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4602",10749,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4603",10770,14,35,10749,10751,NA,NA,NA,NA,NA,NA
"4604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4605",53,27,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4606",53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4608",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4609",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4610",878,35,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4612",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4613",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4614",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4615",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4616",18,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4617",18,53,80,9648,NA,NA,NA,NA,NA,NA,NA
"4618",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4620",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"4621",18,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"4622",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4623",12,10751,16,NA,NA,NA,NA,NA,NA,NA,NA
"4624",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4625",27,28,53,NA,NA,NA,NA,NA,NA,NA,NA
"4626",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4627",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4628",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4629",18,10752,10769,NA,NA,NA,NA,NA,NA,NA,NA
"4630",28,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"4631",10751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4632",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4633",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4635",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4636",12,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4637",18,28,35,10769,NA,NA,NA,NA,NA,NA,NA
"4638",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4639",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4640",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4641",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4642",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4643",18,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"4644",16,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4645",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4646",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4647",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4648",35,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4649",14,28,53,878,NA,NA,NA,NA,NA,NA,NA
"4650",53,80,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4651",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4652",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4653",28,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4654",18,10751,10769,NA,NA,NA,NA,NA,NA,NA,NA
"4655",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4656",28,12,16,10751,NA,NA,NA,NA,NA,NA,NA
"4657",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4658",18,28,53,80,NA,NA,NA,NA,NA,NA,NA
"4659",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4660",12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4661",80,28,53,NA,NA,NA,NA,NA,NA,NA,NA
"4662",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4663",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4664",35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4665",28,12,14,NA,NA,NA,NA,NA,NA,NA,NA
"4666",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4667",10749,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"4668",16,10751,28,12,35,NA,NA,NA,NA,NA,NA
"4669",18,10770,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4670",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4671",10751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4672",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4673",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4674",28,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"4675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4676",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4677",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4678",35,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4679",12,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4680",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4681",12,28,16,NA,NA,NA,NA,NA,NA,NA,NA
"4682",28,35,18,10749,878,NA,NA,NA,NA,NA,NA
"4683",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4684",53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4685",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4686",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4687",12,16,10751,36,9648,NA,NA,NA,NA,NA,NA
"4688",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4689",28,12,53,NA,NA,NA,NA,NA,NA,NA,NA
"4690",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4692",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4693",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4694",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4695",27,878,12,NA,NA,NA,NA,NA,NA,NA,NA
"4696",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4697",16,80,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4698",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4699",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4700",14,18,28,53,16,NA,NA,NA,NA,NA,NA
"4701",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4703",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4704",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4705",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4706",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4707",35,10769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4708",878,53,18,NA,NA,NA,NA,NA,NA,NA,NA
"4709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4710",14,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4711",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4712",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4713",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4714",9648,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4715",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4716",99,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4717",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4718",28,18,53,12,NA,NA,NA,NA,NA,NA,NA
"4719",16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4720",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4721",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4722",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4723",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4724",28,27,878,53,NA,NA,NA,NA,NA,NA,NA
"4725",27,53,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4726",18,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"4727",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4728",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4729",53,28,35,NA,NA,NA,NA,NA,NA,NA,NA
"4730",10402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4731",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4732",878,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4733",16,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4734",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4735",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4736",28,16,35,878,NA,NA,NA,NA,NA,NA,NA
"4737",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4738",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4739",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4741",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4742",18,10749,53,NA,NA,NA,NA,NA,NA,NA,NA
"4743",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4744",12,16,10751,NA,NA,NA,NA,NA,NA,NA,NA
"4745",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4746",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4747",18,53,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4748",18,10769,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4749",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4750",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4751",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4752",36,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4753",18,28,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4754",16,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"4755",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4756",35,18,10769,NA,NA,NA,NA,NA,NA,NA,NA
"4757",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4758",10770,53,18,NA,NA,NA,NA,NA,NA,NA,NA
"4759",35,16,10751,NA,NA,NA,NA,NA,NA,NA,NA
"4760",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4761",35,80,18,NA,NA,NA,NA,NA,NA,NA,NA
"4762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4763",27,28,53,878,NA,NA,NA,NA,NA,NA,NA
"4764",18,10752,878,NA,NA,NA,NA,NA,NA,NA,NA
"4765",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4766",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4767",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4768",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4769",18,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"4770",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4771",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4772",18,10769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4773",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4774",27,28,53,NA,NA,NA,NA,NA,NA,NA,NA
"4775",99,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4776",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4777",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4778",27,28,10769,NA,NA,NA,NA,NA,NA,NA,NA
"4779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4780",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4781",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4782",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4783",28,18,36,10749,NA,NA,NA,NA,NA,NA,NA
"4784",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4785",27,878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4786",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4787",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4788",35,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4789",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4790",10770,18,36,NA,NA,NA,NA,NA,NA,NA,NA
"4791",9648,27,53,80,NA,NA,NA,NA,NA,NA,NA
"4792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4793",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4794",18,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4795",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4796",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4797",27,878,53,NA,NA,NA,NA,NA,NA,NA,NA
"4798",16,27,878,NA,NA,NA,NA,NA,NA,NA,NA
"4799",28,35,53,NA,NA,NA,NA,NA,NA,NA,NA
"4800",12,18,36,10749,NA,NA,NA,NA,NA,NA,NA
"4801",28,27,35,NA,NA,NA,NA,NA,NA,NA,NA
"4802",18,10769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4803",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4804",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4805",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4806",28,53,37,NA,NA,NA,NA,NA,NA,NA,NA
"4807",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4808",99,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4809",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4810",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4811",18,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4812",35,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4813",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4814",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4815",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4816",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4817",35,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4818",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4819",878,14,27,NA,NA,NA,NA,NA,NA,NA,NA
"4820",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4821",16,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4822",14,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4823",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4824",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4825",18,53,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4826",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4827",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4828",18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4829",27,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4830",28,878,16,18,NA,NA,NA,NA,NA,NA,NA
"4831",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4832",18,35,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4833",36,18,10752,NA,NA,NA,NA,NA,NA,NA,NA
"4834",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4835",35,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4836",9648,28,27,10752,NA,NA,NA,NA,NA,NA,NA
"4837",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4838",27,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"4839",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4840",12,10751,14,18,NA,NA,NA,NA,NA,NA,NA
"4841",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4842",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4843",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4844",80,18,9648,NA,NA,NA,NA,NA,NA,NA,NA
"4845",18,35,10749,10769,NA,NA,NA,NA,NA,NA,NA
"4846",18,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4847",16,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4848",14,35,53,9648,10769,NA,NA,NA,NA,NA,NA
"4849",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4850",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4851",14,9648,53,NA,NA,NA,NA,NA,NA,NA,NA
"4852",10749,35,18,NA,NA,NA,NA,NA,NA,NA,NA
"4853",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4854",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4855",10752,18,36,28,NA,NA,NA,NA,NA,NA,NA
"4856",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4857",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4858",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4860",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4861",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4862",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4864",10751,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4865",14,10751,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4866",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4867",28,18,10751,53,NA,NA,NA,NA,NA,NA,NA
"4868",10749,18,35,NA,NA,NA,NA,NA,NA,NA,NA
"4869",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4870",35,878,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4871",27,53,18,NA,NA,NA,NA,NA,NA,NA,NA
"4872",18,35,10749,10751,NA,NA,NA,NA,NA,NA,NA
"4873",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4874",16,10751,35,NA,NA,NA,NA,NA,NA,NA,NA
"4875",9648,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4876",18,10749,10769,NA,NA,NA,NA,NA,NA,NA,NA
"4877",80,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4878",10769,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4879",18,10749,10769,NA,NA,NA,NA,NA,NA,NA,NA
"4880",18,53,10769,NA,NA,NA,NA,NA,NA,NA,NA
"4881",16,35,10751,NA,NA,NA,NA,NA,NA,NA,NA
"4882",28,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4883",35,18,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4884",10751,14,27,10770,NA,NA,NA,NA,NA,NA,NA
"4885",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4886",99,10402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4887",18,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4888",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4889",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4890",18,28,10749,NA,NA,NA,NA,NA,NA,NA,NA
"4891",80,18,9648,53,NA,NA,NA,NA,NA,NA,NA
"4892",28,80,18,53,NA,NA,NA,NA,NA,NA,NA
"4893",35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4894",80,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"4895",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4896",28,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4897",18,35,53,NA,NA,NA,NA,NA,NA,NA,NA
"4898",18,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4899",878,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4900",18,28,10769,NA,NA,NA,NA,NA,NA,NA,NA
"4901",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4902",28,35,12,NA,NA,NA,NA,NA,NA,NA,NA
"4903",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4904",18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4905",27,878,28,NA,NA,NA,NA,NA,NA,NA,NA
"4906",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4907",28,53,878,NA,NA,NA,NA,NA,NA,NA,NA
"4908",10751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4909",14,10770,35,NA,NA,NA,NA,NA,NA,NA,NA
"4910",27,28,53,878,NA,NA,NA,NA,NA,NA,NA
"4911",28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4912",28,16,878,NA,NA,NA,NA,NA,NA,NA,NA
"4913",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4914",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4915",27,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4916",18,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4917",10749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4918",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4919",80,18,53,NA,NA,NA,NA,NA,NA,NA,NA
"4920",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4922",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4923",35,99,18,10749,NA,NA,NA,NA,NA,NA,NA
"4924",35,10749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4925",14,27,53,NA,NA,NA,NA,NA,NA,NA,NA
"4926",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4927",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4928",27,14,878,NA,NA,NA,NA,NA,NA,NA,NA
"4929",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
