"","title","movie_id","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Family","Fantasy","Foreign","History","Horror","Music","Mystery","Romance","Science Fiction","Thriller","TV Movie","War","Western"
"1","Pirates of the Caribbean: Dead Man's Chest",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2","Casino Royale",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3","Ice Age: The Meltdown",3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","The Prestige",4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"5","Cars",5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6","The Devil Wears Prada",6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"7","The Da Vinci Code",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"8","The Departed",8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9","Night at the Museum",9,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"10","Pan's Labyrinth",10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"11","The Pursuit of Happyness",11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","Déjà Vu",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"13","300",13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"14","Underworld: Evolution",14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"15","Children of Men",15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"16","Click",16,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"17","Mission: Impossible III",17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"18","Babel",18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","The Painted Veil",19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"20","The Illusionist",20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"21","Deck the Halls",21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"22","Step Up",22,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"23","Saw III",23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"24","The Fountain",24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"25","Lucky Number Slevin",25,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"26","Brother Bear 2",26,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"27","The Guardian",27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","Eragon",28,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"29","Perfume: The Story of a Murderer",29,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"30","16 Blocks",30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"31","The Girl Who Leapt Through Time",31,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"32","World Trade Center",32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"33","The Holiday",33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"34","Monster House",34,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"35","Blood Diamond",35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"36","The Librarian: Return to King Solomon's Mines",36,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"37","Little Miss Sunshine",37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Marie Antoinette",38,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"39","Kidulthood",39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Superman Returns",40,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"41","Eight Below",41,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"42","Amazing Grace",42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Arthur and the Invisibles",43,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"44","Viva Hotbabes Gone Wild",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"45","Tristan & Isolde",45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Origin: Spirits of the Past",46,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"47","Crank",47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"48","Alpha Dog",48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Inside Man",49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"50","Akeelah and the Bee",50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","Inland Empire",51,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"52","American Pie Presents: The Naked Mile",52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","The Grudge 2",53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"54","High School Musical",54,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"55","Final Destination 3",55,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"56","Cashback",56,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"57","Severance",57,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"58","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Grandma's Boy",59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","Tales from Earthsea",60,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"61","The Omen",61,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"62","School for Scoundrels",62,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"63","The Astronaut Farmer",63,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"64","American Dreamz",64,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"65","Basic Instinct 2",65,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"66","Turistas",66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"67","The Hills Have Eyes",67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"68","Scenes of a Sexual Nature",68,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"69","My Super Ex-Girlfriend",69,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"70","Mammoth",70,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"71","The Black Dahlia",71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","Slither",72,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"73","Idiocracy",73,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"74","Rocky Balboa",74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Paris, je t'aime",75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"76","The Last Winter",76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"77","Friends with Money",77,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"78","Happily N'Ever After",78,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"79","Hogfather",79,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"80","Snakes on a Plane",80,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"81","Flushed Away",81,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"82","United 93",82,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"83","Ultraviolet",83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"84","Manual of Love 2",84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Undisputed II: Last Man Standing",85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"86","Comrade",86,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Running Scared",87,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"88","The Sentinel",88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"89","Barbie in the 12 Dancing Princesses",89,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"90","Scary Movie 4",90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","The Wild",91,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"92","A Scanner Darkly",92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"93","The Lake House",93,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"94","Flyboys",94,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"95","The Pink Panther",95,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"96","Scoop",96,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"97","Happy Feet",97,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Jesse Stone: Death in Paradise",98,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"99","The Ant Bully",99,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"100","The Dead Girl",100,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"101","The Prince & Me 2: The Royal Wedding",101,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"102","Dr. Dolittle 3",102,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"103","Fearless",103,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","John Tucker Must Die",104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Silent Hill",105,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"106","Nacho Libre",106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"107","Open Water 2: Adrift",107,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"108","You, Me and Dupree",108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"109","Copying Beethoven",109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Just My Luck",110,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"111","The Exterminating Angels",111,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"112","Smokin' Aces",112,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"113","Lady in the Water",113,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"114","Skinwalkers",114,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"115","Stranger Than Fiction",115,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"116","Black Sheep",116,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"117","The Texas Chainsaw Massacre: The Beginning",117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"118","The Lives of Others",118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"119","The Wicker Man",119,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"120","Flags of Our Fathers",120,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"121","London to Brighton",121,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"122","2:37",122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Bambi II",123,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"124","Penelope",124,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"125","Big Momma's House 2",125,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Bug",126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"127","Accepted",127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Man of the Year",128,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"129","Big Nothing",129,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"130","Van Wilder 2: The Rise of Taj",130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Aquamarine",131,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"132","Invincible",132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","The Fox and the Hound 2",133,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"134","RV",134,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"135","Asterix and the Vikings",135,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"136","The Last King of Scotland",136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Over the Hedge",137,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"138","Letters from Iwo Jima",138,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"139","A Good Year",139,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"140","Redacted",140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"141","All the King's Men",141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"142","The Return",142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"143","The Good Shepherd",143,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"144","Irresistible",144,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"145","Bickford Shmeckler's Cool Ideas",145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Jindabyne",146,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"147","Seraphim Falls",147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"148","Apocalypto",148,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"149","Air Buddies",149,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"150","Shortbus",150,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"151","Garfield: A Tail of Two Kitties",151,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"152","It's a Boy Girl Thing",152,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"153","Days of Glory",153,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"154","Tom and Jerry: Shiver Me Whiskers",154,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"155","One to Another",155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","Black Snake Moan",156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Unearthed",157,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"158","Come Early Morning",158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"159","The Butterfly Effect 2",159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"160","The Break-Up",160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"161","She's the Man",161,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"162","Southland Tales",162,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"163","Half Light",163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"164","Rob-B-Hood",164,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","Hounded",165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","Five Fingers",166,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"167","The Marine",167,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"168","Fur: An Imaginary Portrait of Diane Arbus",168,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"169","The Host",169,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"170","The Oh in Ohio",170,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"171","Volver",171,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"172","Stormbreaker",172,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"173","The Night Listener",173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"174","Open Season",174,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"175","OSS 117: Cairo, Nest of Spies",175,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","Day Watch",176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"177","Destricted",177,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","Jackass Number Two",178,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","Curse of the Golden Flower",179,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"180","Poultrygeist: Night of the Chicken Dead",180,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"181","Black Book",181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"182","A Guide To Recognizing Your Saints",182,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","A Prairie Home Companion",183,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"184","Breaking the Surface",184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","My Best Friend",185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","Pingpong",186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Glory Road",187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","Read It and Weep",188,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"189","Hatchet",189,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"190","Poseidon",190,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"191","Heartango",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Talladega Nights: The Ballad of Ricky Bobby",192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Clerks II",193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","Land of the Blind",194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"195","The Wind That Shakes the Barley",195,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"196","Charlotte's Web",196,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"197","Wristcutters: A Love Story",197,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"198","Running with Scissors",198,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","Alatriste",199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","Hollow Man II",200,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"201","Starter for 10",201,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"202","Japan Sinks",202,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"203","Breaking and Entering",203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"204","The Banquet",204,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"205","Amerikalılar Karadeniz'de 2",205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Dragon Tiger Gate",206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"207","Little Man",207,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Gridiron Gang",208,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Home of the Brave",209,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","Everyone's Hero",210,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"211","Notes on a Scandal",211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"212","Mercenary for Justice",212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"213","Beerfest",213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","Save the Last Dance 2",214,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"215","Art School Confidential",215,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Infamous",216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","Firewall",217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"218","Broken English",218,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"219","Behind the Mask: The Rise of Leslie Vernon",219,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"220","When a Stranger Calls",220,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"221","The Boss of It All",221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","The Contract",222,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"223","Leroy & Stitch",223,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"224","Grilled",224,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","The Santa Clause 3: The Escape Clause",225,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"226","Miami Vice",226,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"227","Fallen: The Journey",227,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"228","Rescue Dawn",228,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"229","Battle of the Warriors",229,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"230","Dracula",230,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"231","Goya's Ghosts",231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","The Darwin Awards",232,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"233","Death Note",233,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"234","DOA: Dead or Alive",234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"235","Paprika",235,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"236","Madea's Family Reunion",236,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"237","Tell No One",237,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"238","Bobby",238,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"239","Cold Prey",239,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"240","Half Nelson",240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","Don't Worry, I'm Fine",241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","Stick It",242,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","Failure to Launch",243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","Blind Dating",244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","Mater and the Ghostlight",245,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"246","Catch a Fire",246,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"247","See No Evil",247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"248","Dreamgirls",248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","Sinav",249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Pulse",250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"251","Snow Cake",251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"252","The Land Before Time XII: The Great Day of the Flyers",252,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"253","Impy's Island",253,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"254","The Flying Scotsman",254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","Meltdown: Days of Destruction",255,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"256","Sex and Consequences",256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"257","Bandidas",257,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
