"","title","movie_id","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Family","Fantasy","Foreign","History","Horror","Music","Mystery","Romance","Science Fiction","Thriller","TV Movie","War","Western"
"5339","There Be Dragons",5339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5340","Yangın Var",5340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5341","Lea",5341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5342","Mardi Gras: Spring Break",5342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5343","Green Lantern: Emerald Knights",5343,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5344","A Good Old Fashioned Orgy",5344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5345","Getting That Girl",5345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5346","Hideaways",5346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5347","Salvation Boulevard",5347,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5348","Praybeyt Benjamin",5348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5349","Honey 2",5349,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"5350","The Phantom of the Opera at the Royal Albert Hall",5350,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"5351","Born To Race",5351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5352","Sand Sharks",5352,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"5353","Puss in Boots: The Three Diablos",5353,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5354","Cherry",5354,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5355","Tales of the Night",5355,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5356","A Princess for Christmas",5356,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"5357","Sacrifice",5357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5358","Circumstance",5358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5359","A Christmas Kiss",5359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"5360","Barbie: Princess Charm School",5360,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5361","The Pool Boys",5361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5362","Prom",5362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5363","Sound of My Voice",5363,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"5364","Gantz: Perfect Answer",5364,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"5365","Come As You Are",5365,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5366","Largo Winch II",5366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5367","In the Land of Blood and Honey",5367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"5368","Monster High: Why Do Ghouls Fall in Love?",5368,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5369","Barbie: A Fairy Secret",5369,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5370","Tomie: Unlimited",5370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5371","Chicken with Plums",5371,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5372","Fullmetal Alchemist: The Sacred Star of Milos",5372,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"5373","Setup",5373,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5374","Monster High: Fright On!",5374,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5375","Ya Sonra?",5375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5376","Little Deaths",5376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"5377","Legends of Valhalla: Thor",5377,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5378","3-D Sex and Zen: Extreme Ecstasy",5378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5379","Age of the Dragons",5379,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"5380","Age of Heroes",5380,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"5381","The Inbetweeners Movie",5381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5382","Alyce Kills",5382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5383","Beauty and the Least",5383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5384","Mavi Pansiyon",5384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5385","The Monk",5385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5386","The Victim",5386,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5387","The Innkeepers",5387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5388","Elephant White",5388,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"5389","Princess Lillifee and the Little Unicorn",5389,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5390","Stormhouse",5390,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5391","Ronal the Barbarian",5391,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5392","From Prada to Nada",5392,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5393","Flypaper",5393,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5394","Machine Gun Preacher",5394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5395","Summer Games",5395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5396","The Art of Getting By",5396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5397","The Sinking of the Laconia",5397,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"5398","Love",5398,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"5399","Kung Fu Panda: Secrets of the Masters",5399,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5400","Memories of My Melancholy Whores",5400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5401","Le Havre",5401,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5402","Girl Walks Into a Bar",5402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5403","K-On! The Movie",5403,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5404","Perfect Sense",5404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"5405","Switch",5405,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5406","Assassination Games",5406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5407","Zombie Apocalypse",5407,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"5408","Footnote",5408,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5409","Free Men",5409,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5410","Overheard 2",5410,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5411","Beverly Hills Chihuahua 2",5411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5412","Terraferma",5412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5413","Presumed Guilty",5413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5414","Outpost: Black Sun",5414,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5415","Tyrannosaur",5415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5416","Julia X",5416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5417","The Divide",5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5418","Cool Dog",5418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5419","Battle: New York, Day 2",5419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"5420","The Sitter",5420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5421","Pelt",5421,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5422","Silent House",5422,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"5423","Phase 7",5423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"5424","The Decoy Bride",5424,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5425","Snowflake, the White Gorilla",5425,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5426","(The New) War of the Buttons",5426,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5427","Sleepless Night",5427,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"5428","Oslo, August 31st",5428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5429","The Extreme Tragic Story of Celal Tan and His Family",5429,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5430","Jungle Child",5430,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5431","I Melt with You",5431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5432","Another Happy Day",5432,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5433","The Woman in the Fifth",5433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"5434","Jabberwock Dragon Siege",5434,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5435","Catch .44",5435,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5436","Kokowaah",5436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5437","Fast Five",5437,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5438","Paradise Kiss",5438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5439","Life in a Day",5439,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5440","National Theatre Live: Frankenstein",5440,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"5441","A Lonely Place to Die",5441,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5442","Silenced",5442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5443","Spooky Buddies",5443,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5444","The Deep Blue Sea",5444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5445","Hawaiian Vacation",5445,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5446","Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag",5446,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5447","Flying Swords of Dragon Gate",5447,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5448","My Piece of the Pie",5448,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5449","Whores' Glory",5449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5450","The Son of No One",5450,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5451","Carjacked",5451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5452","The Gruffalo's Child",5452,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5453","Dorfman",5453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5454","The Hunter",5454,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5455","Butter",5455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5456","The Importance of Tying Your Own Shoes",5456,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5457","Khodorkovsky",5457,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5458","Horrid Henry: The Movie",5458,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5459","Beni Unutma",5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5460","The Kennedys",5460,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5461","Creature",5461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5462","Elles",5462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5463","A Few Best Men",5463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5464","Black Butterflies",5464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5465","Rampart",5465,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5466","4 Days in May",5466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"5467","Girl Model",5467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5468","The Legend of Hell's Gate: An American Conspiracy",5468,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"5469","Game",5469,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"5470","TRON: The Next Day",5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"5471","Legend of the Millennium Dragon",5471,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"5472","Too Big to Fail",5472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5473","One Life",5473,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5474","Above Us Only Sky",5474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5475","My Little Princess",5475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5476","Chinese Take-Out",5476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5477","Hunky Dory",5477,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5478","The Lady",5478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5479","Citizen Gangster",5479,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5480","The Craigslist Killer",5480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"5481","The Dog Who Saved Halloween",5481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5482","Treasure Island",5482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5483","Eating Out: Drama Camp",5483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5484","Hindenburg",5484,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5485","Phineas and Ferb the Movie: Across the 2nd Dimension",5485,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"5486","Small Fry",5486,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5487","Absentia",5487,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"5488","The Painting",5488,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5489","The Trouble with Bliss",5489,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5490","Utpressing for nybegynnere",5490,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5491","Griff the Invisible",5491,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5492","Seven Days in Utopia",5492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5493","Cold Fusion",5493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5494","Taken from Me: The Tiffany Rubin Story",5494,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5495","Retreat",5495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5496","Dragon Ball: Episode of Bardock",5496,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5497","Warriors of the Rainbow: Seediq Bale - Part 2: The Rainbow Bridge",5497,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5498","The River Murders",5498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"5499","Earth's Final Hours",5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5500","The Music Never Stopped",5500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5501","Courageous",5501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5502","Battleground",5502,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5503","The Speed of Thought",5503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"5504","Labyrinth",5504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5505","Demoted",5505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5506","You and I",5506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"5507","A Simple Life",5507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5508","Dedemin İnsanları",5508,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"5509","Storm War",5509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5510","Marley & Me: The Puppy Years",5510,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5511","Special Forces",5511,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"5512","DeadHeads",5512,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5513","Love Lasts Three Years",5513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5514","Cinema Verite",5514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5515","Combat Girls",5515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5516","Miss Bala",5516,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5517","New Kids Nitro",5517,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5518","51",5518,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"5519","Wake Wood",5519,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"5520","Bellflower",5520,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5521","Pinching Penny",5521,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5522","The Grace Card",5522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5523","La permission de minuit",5523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5524","Macross Frontier: The Wings of Goodbye",5524,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5525","35 and Ticking",5525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5526","Juan of the Dead",5526,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5527","Mumblecore",5527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5528","Kill Bill: The Whole Bloody Affair",5528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5529","The Front Line",5529,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"5530","Peace, Love & Misunderstanding",5530,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5531","The Oregonian",5531,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"5532","Love You You",5532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5533","The Smurfs: A Christmas Carol",5533,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5534","Jesse Stone: Innocents Lost",5534,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"5535","Jumping the Broom",5535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5536","Kolpaçino: Bomba",5536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5537","Trishna",5537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5538","Zombie Ass: Toilet of the Dead",5538,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5539","In the Name of the King 2: Two Worlds",5539,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5540","Coriolanus",5540,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5541","Snow Flower and the Secret Fan",5541,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5542","Mardock Scramble: The Second Combustion",5542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5543","Frozen Planet",5543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5544","The Roommate",5544,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"5545","Goodbye First Love",5545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5546","Moby Dick",5546,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5547","A Function",5547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5548","You Are My Pet",5548,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5549","Seconds Apart",5549,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5550","Ferocious Planet",5550,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"5551","Madrid, 1987",5551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5552","247°F",5552,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5553","The Entitled",5553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5554","Sinbad and the Minotaur",5554,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5555","The Tale of Genji: A Thousand Year Enigma",5555,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"5556","Cafe",5556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5557","Behzat Ç. Seni Kalbime Gömdüm",5557,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5558","Confessions of a Brazilian Call Girl",5558,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5559","Red Faction: Origins",5559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5560","Justin Bieber: Never Say Never",5560,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"5561","Emergo",5561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5562","Submarine",5562,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5563","Sidewalls",5563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5564","I Love You",5564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5565","Abominable Christmas",5565,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5566","Olympia",5566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5567","Comic-Con Episode IV: A Fan's Hope",5567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5568","X-Deal",5568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5569","Vile",5569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5570","Our Grand Despair",5570,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5571","Red Dog",5571,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"5572","Buck",5572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5573","Haunted 2: The Curse",5573,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5574","Klitschko",5574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5575","Bienvenue à bord",5575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5576","6 Days to Air: The Making of South Park",5576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5577","The Snows of Kilimanjaro",5577,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5578","My True Friend",5578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5579","11/11/11",5579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5580","Hidden 3D",5580,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
