,Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,release_year,release_decade
324,14,False,/rqlNnnk5zlN9BT0TZK53RJOY276.jpg,"[27, 878]",42793,en,The Flesh Eaters,"An alcoholic actress, her personal assistant, and their pilot are downed on a secluded isle by bad weather, where a renegade Nazi scientist is using ocean life to develop a solvent for human flesh. The tiny flesh-eating sea critters that result certainly give our heroes a run for their money - and lives.",1.003375,/6ZHEUzoeX7IuQRNtoIKZZ163Qxf.jpg,1964-03-18,The Flesh Eaters,False,6.3,11,1964,1960
325,15,False,,"[18, 28, 12, 878]",435688,en,Doctor Who: The Sensorites,"The Doctor, Ian, Barbara and Susan arrive in the TARDIS on board a spaceship. Their initial concern is for the ship's human crew, who are suffering from telepathic interference from the Sensorites, but Susan communicates with the Sensorites and finds the aliens fear an attack by the humans and are just defending themselves. Travelling to the Sense Sphere (the Sensorites' planet) the Doctor seeks to cure an illness to which the Sensorites and Ian have succumbed, but finds it has been caused by deliberate poisoning. The political manoeuvring of the Sensorite City Administrator poses another threat to the TARDIS crew as he seeks to discredit and implicate them.",1.001103,/jFC1DqWAzNDPbgsSvMPwMT0YxME.jpg,1964-06-20,Doctor Who: The Sensorites,False,0.0,0,1964,1960
326,16,False,,"[36, 28, 12, 878, 18]",435509,en,Doctor Who: Marco Polo,"The TARDIS crew lands in the Himalayas of Cathay in 1289, their ship badly damaged, and are picked up by Marco Polo's caravan on its way along the fabled Silk Road to see the Emperor Kublai Khan. The story concerns the Doctor and his companions' attempts to thwart the machinations of Tegana, who attempts to sabotage the caravan along its travels through the Pamir Plateau and across the treacherous Gobi Desert, and ultimately to assassinate Kublai Khan in Peking, at the height of his imperial power.",1.000851,/2j5HKLroRLPvxXxJL1UrnftYuvr.jpg,1964-02-22,Doctor Who: Marco Polo,False,0.0,0,1964,1960
327,17,False,,"[18, 878, 28, 12]",435687,en,Doctor Who: The Keys of Marinus,"The TARDIS arrives on the planet Marinus on an island of glass surrounded by a sea of acid. The travellers are forced by the elderly Arbitan to retrieve four of the five operating keys to a machine called the Conscience of Marinus, of which he is the keeper. These have been hidden in different locations around the planet to prevent them falling into the hands of the evil Yartek and his Voord warriors, who plan to seize the machine and use its originally benevolent mind-influencing power for their own sinister purposes.",1.000728,/66GoqwOMLuT0yG20EOWfrfZXRu6.jpg,1964-04-11,Doctor Who: The Keys of Marinus,False,0.0,0,1964,1960
328,18,False,/avq0hPWPJ4nFupUDjCHI3mkgqso.jpg,"[18, 12, 878, 36]",354758,en,Doctor Who: The Aztecs,"The TARDIS materialises inside an Aztec tomb. Outside it, the Doctor and his companions soon discover that Mexico in the 15th century is a bloodthirsty and dangerous place...  And with Barbara mistaken for a reincarnation of an ancient high priest called Yetaxa, the history teacher thinks that she can put an end to the barbaric human sacrifices once and for all. But can she rewrite history without disastrous consequences?",1.000702,/l1qijMzLH2Sgt4ANe8efCA2Dij8.jpg,1964-06-13,Doctor Who: The Aztecs,False,0.0,0,1964,1960
329,19,False,/5Y7iiHtHSwo3gAuYZZsW7fnAuOT.jpg,"[14, 35, 878]",111232,it,The Flying Saucer,"Fairly typical Italian ""light"" fare from the 1960's, this tale mixes comedy and light sexual farce with some success. The serious and somewhat slow Police Inspector and his bumbling assistant investigate reports of ""strange goings-on"" in a rural community. A flying saucer with more bells &amp; whistles than Rube Goldberg ever dreamed of dispenses comely female aliens, dressed (barely) in silver ""bathing suits"" with strategically-placed bubbles who wander about -- mixing in with a ""Mardi Gras"", and are chased by giddy males to no avail. The highlight of this film is the music, which is haunting. The true shame is that this film is not available on VHS or DVD, and that the soundtrack is not to be found. This film used to be a staple of ""late night"" ""fill-the-time"" movie features at local television affiliates.",1.000477,/hNDV3uZ3aSsTH3dOfasZcWcxlAo.jpg,1964-12-23,The Flying Saucer,False,4.3,3,1964,1960
330,0,False,,"[878, 28, 35]",412961,en,Mr. X in Bombay,"Shobha Mathur lives a wealthy lifestyle with her Professor dad, who is now carrying out experiments on various issues. One day while doing so, he makes an employee named Manohar drink a portion, which results in his death. Rajan comes to their rescue, gets rid of the body, and starts blackmailing Mathur, which can only end when Shobha marries Rajan. Then one day Shobha meets a poet by the name of Sudarshan and both of them fall in love. When he asks for her hand in marriage, Shobha refuses. The next day Shobha finds a note addressed to her from Sudarshan in which he has stated that he is going to kill himself. Thereafter, every night she starts to hear Sudarshan's voice, blaming her for his death, as his soul is unable to find solace. With Sudarshan out of the way, Rajan readies himself for marrying Shobha - and it looks like he may have his way with the Mathurs after all - without having to encounter any more obstacles.",1.000453,/u5zGG6s6mTSUlLhPcmkVJbmU88N.jpg,1964-01-01,Mr. X in Bombay,False,0.0,0,1964,1960
331,1,False,,"[878, 28, 12, 18]",435906,en,Doctor Who: Planet of Giants,"The doors of the TARDIS open of their own accord just before it materialises, running out of control. On emerging, the travelers find the ship has been reduced in size and they are now only about an inch tall.  As tiny people, they stumble across a plot by a ruthless businessman, Forester, and his misguided scientist colleague, Smithers, to launch a new insecticide, DN6 — a product so destructive that it would kill not only those insects harmful to agriculture but also those vital to it.  Forester is willing to commit murder to ensure the success of his business, as civil servant Arnold Farrow discovers to his cost.  The criminals are brought to justice when the Doctor and his friends — hampered by the fact that Barbara is ill from the insecticide — tamper with the telephone in Smithers' laboratory, fuelling the suspicions of the local exchange operator, Hilda Rowse, who sends her police constable husband Bert to investigate.",1.000446,/oEkuUX5SL6B4utRUW8boi3bicVV.jpg,1964-10-31,Doctor Who: Planet of Giants,False,0.0,0,1964,1960
332,2,False,,"[35, 14, 878]",79107,es,La edad de piedra,Capulina chip and are transported back to prehistoric times with a time machine. There they live crazy adventures.,1.000442,/uJf9GTfAQnwUV1LutodXGYPkPDN.jpg,1964-12-24,La edad de piedra,False,0.0,0,1964,1960
333,3,False,/ju5ZjMkq85z9rgXLYiwGM9v8cIN.jpg,"[35, 878]",50973,en,Kiss Me Quick!,"Sterilox, asexual ambassador from a distant planet, comes down to earth in search of feminine breeding stock. A mad scientist treats the alien to dancing sex robots.",1.000374,/yFtiRMQDiZ0qyncnbBtAqJc7JxQ.jpg,1964-12-25,Kiss Me Quick!,False,6.0,1,1964,1960
334,4,False,,"[10770, 27, 878]",295900,en,The Unknown,"Near Aix-les-Bains (South-East of France), two women, Kassia and Leonora, are driven by a fanatical blackmailer, named André, in a white Rolls Royce at full speed. Suddenly, they stop near a lake, in the middle of the woods, where the man decides to have a swim. He asks the two women for a drink. The women plan to assassinate him by introducing a deadly leaf from a Thanatos tree in the cocktail. The man dies by poisoning and drowning and the women stare at him without moving. They put the dead body in the trunk of the fancy car. Later, they've lost their way in the countryside and, finally, find a mansion where an old blind man, Colas, opens the door. Upstairs, a strange inventor, Tone Hobart, built a time machine which could resurrect the dead. Unfortunately, André is now alive and ready for a revenge.",1.00032,/6voCWb7N6kchRUz8MWnL95Ylquq.jpg,1964-05-04,The Unknown,False,0.0,0,1964,1960
335,5,False,/13lbkwf5eCVVH3SJtzFNAl0Aau6.jpg,"[878, 16, 35]",206998,en,Automania 2000,"An animated, dark satire of America's automobile-obsessed, consumerist culture. An anonymous, brilliant scientist toils tirelessly in his ivory tower satisfying the public's ever-increasing demands for novelty and status consciousness, with predictable environmental consequences.",1.00025,/wFXyb6vEFJOvbfOKuIfJPQzvply.jpg,1964-06-12,Automania 2000,False,5.0,1,1964,1960
336,6,False,/xONvh9mV6nOr6mFIboYoJsTRPan.jpg,"[878, 27]",31275,en,The Creeping Terror,A newlywed sheriff tries to stop a shambling monster that has emerged from a spaceship to eat people.,1.000221,/93iJ7PJYlOcGmfzO86ze58Q9Ce5.jpg,1964-01-01,The Creeping Terror,False,2.1,6,1964,1960
337,7,False,,"[878, 28, 12, 18]",435898,en,Doctor Who: The Reign of Terror,"The TARDIS materialises not far from Paris in 1794 — one of the bloodiest years following the French Revolution of 1789. The travellers become involved with an escape chain rescuing prisoners from the guillotine and get caught up in the machinations of an English undercover spy, James Stirling — alias Lemaitre, governor of the Conciergerie prison.",1.000208,/vpOqgatu5uEcSbwR1hWTnwsknUO.jpg,1964-08-08,Doctor Who: The Reign of Terror,False,0.0,0,1964,1960
338,8,False,/gCYWAKac7LCr7jnOBZzIbu72GEt.jpg,[878],332227,en,Dupa Chendana,Dupa Chendana film is a film classic melayu published in black and white. This film was issued by Malay Film Productions Limited. The film was directed by Ramon A. Estella,1.000205,/6BE0uOByvZrV9QMUbFgptKuQIG1.jpg,1964-01-01,Dupa Chendana,False,0.0,0,1964,1960
339,9,False,,"[878, 35]",364891,en,Girlsapoppin,,1.000201,/mjvcQr6kirIHdYb6aFoDx4Zn9N7.jpg,1964-09-16,Girlsapoppin,False,0.0,0,1964,1960
340,10,False,,"[18, 28, 12, 878]",435909,en,Doctor Who: The Dalek Invasion of Earth,"The TARDIS returns to London; however, it's the 22nd century. With bodies in the river, and quiet in the docklands, the city is a very different place. The Daleks have invaded and it's up to the Doctor to thwart them once again.",1.000198,/3pDi1yYCsOLLz1t5nPxlOkbvkO2.jpg,1964-11-21,Doctor Who: The Dalek Invasion of Earth,False,0.0,0,1964,1960
341,11,False,,"[18, 878, 28, 12]",435469,en,The Edge of Destruction,"As they slowly recover from the shock of being thrown to the TARDIS floor, the Doctor, Susan, Ian and Barbara all seem to be acting strangely. It gradually dawns on the travellers that what they have been experiencing is an attempt by the TARDIS itself to warn them of something. The Doctor finally realises the fast return switch he used when leaving Skaro has stuck, and the ship has been plunging back to the beginning of time and its own destruction.",1.000186,/SVA5wuYeJanPsvK9IYt5ly94q5.jpg,1964-02-08,The Edge of Destruction,False,0.0,0,1964,1960
342,12,False,/vv3QU7NRUB3Jxdi7VyDDBETUNAM.jpg,[878],446126,es,"Gdzie jestes, Luizo?",,1.000165,/kpFx4i4GYE8OGzwvtYeJkixqdTo.jpg,1964-06-06,"Gdzie jestes, Luizo?",False,6.0,1,1964,1960
343,13,False,,"[878, 14, 10751, 35]",224926,en,Santa Claus and His Helpers,"This film opens with a scene inside of Santa's space station which orbits the Earth. First, Santa checks on all of the boys and girls to see who has been naughty and who has been nice with the help of his behavior computer. Next, Santa checks on his elves to make sure they are making the Christmas presents that he will be delivering to the children. He is dismayed to find that his elves are not making the presents but are instead fighting among themselves. It is a race against time as Santa travels to Earth and then tries to persuade the elves to make the presents which must be finished before Christmas which is only days away! Will Santa succeed in persuading the elves to make the presents on time? (IMDb)",1.000165,/hnK7rnR40u1rwgWdVPLu8YYHTLF.jpg,1964-11-01,Santa Claus and His Helpers,False,0.0,0,1964,1960
344,0,False,/x9lPeXxaHFneFft3VMMof7MPg4B.jpg,"[878, 12]",26581,en,Dr. Who and the Daleks,"Scientist Doctor Who accidentally activates his new invention, the Tardis, a time machine disguised as a police telephone box. Doctor Who, his two grand-daughters, and Barbara's boyfriend Ian are transported through time and space to the planet Skaro, where a peaceful race of Thals are under threat of nuclear attack from the planet's other inhabitants: the robotic mutant Daleks. Overview Written by Alexander Lum",1.450002,/ucuGLn2EqXUB2ZaWEY7JKtIiIMZ.jpg,1965-08-23,Dr. Who and the Daleks,False,5.8,16,1965,1960
345,1,False,/zaMlOajNcBpbvUfB1NkzCB3TwC8.jpg,"[10749, 878, 28, 12]",19545,ja,Kaijū Daisensō,"In the 6th Godzilla movie, mysterious aliens from the Planet X ask earth's people to help them save their world from the dreaded Ghidorah (aka ""Monster Zero"") by letting them ""borrow"" Godzilla and Rodan. Monster mayhem ensues on Planet X, but it's soon discovered that the aliens have other intentions for the monsters.",1.326138,/5Ncs9aygtmmHx0kNMcRBaVi1atc.jpg,1965-12-19,Invasion of Astro-Monster,False,6.1,22,1965,1960
346,2,False,/dVOqSMqoAMxNSnROr4Rx4DOkSv5.jpg,[878],30374,en,Crack in the World,"Dr. Steven Sorenson plans to tap the geothermal energy of the Earth's interior by means of a thermonuclear device detonated deep within the Earth.This experiment causes a crack to form and grow within the earth's crust, which threatens to split the earth in two if it is not stopped in time.",1.312243,/8bCtk441j73oNvCEciVcRbXv05K.jpg,1965-04-15,Crack in the World,False,5.2,13,1965,1960
347,3,False,/3aVJWERYG3goVDhKo1VtHULFtno.jpg,"[18, 878, 9648]",8072,fr,"Alphaville, une étrange aventure de Lemmy Caution","An American private-eye, arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression.",1.310863,/yeVYrgG0WAaG1eIqYRub2cgaw4k.jpg,1965-05-05,Alphaville,False,6.5,76,1965,1960
348,4,False,/vl1o6mRAraILx8OJIgqO6zS8O8A.jpg,"[9648, 878, 53, 80]",27709,en,The Satan Bug,"The Satan Bug (1965) is a science fiction film in which a US government germ warfare lab has had an accident. The first theory is that one of the germs has been released and killed several scientists. The big fear is that a more virulent strain, named The Satan Bug because all life can be killed off by it should it escape, may have been stolen.",1.215307,/4MWZpUto48SdthKTjWPd5TJUbws.jpg,1965-03-26,The Satan Bug,False,5.2,9,1965,1960
349,5,False,/gVIzgjKAFt5Rxqeo4bp2IehfDsT.jpg,"[28, 878, 12, 80]",267260,en,Operazione poker,"The invention everyone is after is definitely of the science fiction type. It's a special tie-clip that when used with a pair of infra-red contact lenses enables the user to see through walls! The guy that stole them from the professor is putting it to good use by wearing it while playing poker and cleaning up! He should think bigger. The first thing Roger does when he discovers this little novelty is use it to spy on his girlfriend getting dressed! That's more like it.  This film really gets around. We travel from the Riviera to Geneva to Paris to Casablanca (the Casbah no less), and to Copenhagen. We even get a tour of the Tuborg brewery. There's a prolonged gun battle amongst the giant beer tanks. Talk about product placement!",1.206386,/vjAHZUM2SELRNY3CLYWe3nRozfI.jpg,1965-12-30,Operation Poker,False,0.0,0,1965,1960
350,6,False,/4YzUGsuBJgjqoCTm8cQL8kEqRnF.jpg,[878],28912,en,I criminali della galassia,"A rogue cop must stop a scientist from taking over the world with his deadly female robots, who are shrinking the world leaders.",1.177105,/i0ID24xiWM3UlSRDwv2NXQ0DFtw.jpg,1965-01-01,"Wild, Wild Planet",False,4.0,4,1965,1960
351,7,False,/1hvoCLNSDNaZSFTq5QgEnXc0TyO.jpg,"[878, 27]",17921,it,Terrore nello spazio,"In the near future the two spaceships Argos and Galliot are sent to investigate the mysterious planet Aura. As the Galliot lands on the planet her crew suddenly go berserk and attack each other. The strange event passes, but the crew soon discovers the crashed Argos - and learns that her crew died fighting each other! Investigating further, the explorers come to realize the existence of a race of bodiless aliens that seek to escape from their dying world.",1.173562,/sjbT4u7qDASdLDNWT3dcKLi5Rdl.jpg,1965-09-15,Planet of the Vampires,False,6.3,33,1965,1960
352,8,False,/aazww2jBSjT92hAm7okzcM78AdA.jpg,"[27, 878]",3160,ja,Furankenshutain Tai Chitei Kaijū Baragon,"During WWII, a human heart taken from Dr. Frankenstein's lab and  is kept in Japan where it gets exposed to the radiation of the bombing of Hiroshima. The heart grows in size, mutates and eventually becomes an indestuctable humanoid.  Later, a reptilian monster goes on a rampage. Eventually the Frankenstein creature and the reptile face off in a terrible battle.",1.16898,/qcB7uTmCOzrbDMVmxht8STsHcTh.jpg,1965-08-08,Frankenstein Conquers the World,False,6.0,7,1965,1960
353,9,False,/xN0FBEb5ez7KmESK1FbNmN90GPf.jpg,"[18, 27, 53, 878, 10769]",29067,en,"Die, Monster, Die!","A young man visits his fiancé's estate to discover that her wheelchair-bound scientist father has discovered a meteorite that emits mutating radiation rays that have turned the plants in his greenhouse to giants. When his own wife falls victim to this mysterious power, the old man takes it upon himself to destroy the glowing object with disastrous results.",1.111555,/aAYlioTJ5RpxfihDhwjBubLYqlf.jpg,1965-10-26,"Die, Monster, Die!",False,6.5,16,1965,1960
354,10,False,/9kFOCKPsX2Kc563r2Fu15RIK8EB.jpg,"[27, 878]",38125,en,Curse of the Fly,"Remember that scientist that was trying to perfect a matter transportation machine but got fused with a fly when one of the little critters got into the transporter with him? Well, this story is about three of his descendents (a son, Henri Delambre, played by Brian Donlevy and two grandsons). Seems the son wants to continue and perfect the machine while his two sons want to get out of the scientist business and live ""normal"" lives. The oldest son, Martin, decides to take a wife (who just happens to have escaped from a mental hospital after her parents died). Martin's father is not happy with this intrusion but finally gives in because he understands him son's needs. They all try to be a happy family until humans used in botched experiments are discovered by the new bride and the police nearly discover the lab while looking for Martin's wife. Everyone tries to get out of there via the transporter but things just don't go according to plan ...",1.09148,/k3O5OMXQp8sEdzuFivnbJBKhvcb.jpg,1965-05-01,Curse of the Fly,False,5.1,13,1965,1960
355,11,False,/himwb0rbSGqf6bN83OtsEckHcaF.jpg,"[18, 878, 12]",74695,ru,Giperboloid Inzhenera Garina,A Russian engineer Petr Garin possesses a unique beam-shooting weapon that can destroy any target. His goal is to achieve world domination with the help of this weapon. Vasily Shelga is out to stop him and also to prevent others getting possession of this weapon.,1.088533,/cCgynlW8GeatLxk1g657nFnfbEJ.jpg,1965-01-01,The Hyperboloid of Engineer Garin,False,4.0,6,1965,1960
356,12,False,/jBJuisrB8gF3xKCk9jBBGtIjDSu.jpg,[878],42780,en,Village of the Giants,"""Genius"" accidentally invents ""goo"" which causes living things to rapidly grow to an enormous size. Seeing an opportunity to get rich, some delinquent teenagers steal the ""goo"" and, as a result of a sophomoric dare, consume it themselves and become thirty feet tall. They then take over control of the town by kidnapping the sheriff's daughter and dancing suggestively.",1.086414,/b77SRC0CMatdNNOiCXE1Wzoxunh.jpg,1965-10-20,Village of the Giants,False,3.5,7,1965,1960
357,13,False,/ugBu07dH72oi3jmcdvqG8q5M4Hu.jpg,"[35, 878]",26573,en,Dr. Goldfoot and the Bikini Machine,In this campy spy movie spoof Dr. Goldfoot (Vincent Price) has invented an army of bikini-clad robots who are programmed to seek out wealthy men and charm them into signing over their assets. Secret agent Craig Gamble (Frankie Avalon) and millionaire Todd Armstrong set out to foil his fiendish plot.,1.070164,/tTw2lkfF4qLQJM0VgJDPbZYNC2o.jpg,1965-11-06,Dr. Goldfoot and the Bikini Machine,False,6.5,14,1965,1960
358,14,False,/rJGPGKxSJQk84MAFIHcMveqDxhJ.jpg,"[35, 18, 878, 53]",65632,it,La decima vittima,"In the near future, big wars are avoided by giving individuals with violent tendencies a chance to kill in the Big Hunt. The Hunt is the most popular form of entertainment in the world and also attracts participants who are looking for fame and fortune. It includes ten rounds for each competitor, five as the hunter and five as the victim.",1.058561,/ivIYq9nKqK1tWD27RSYZv0HhaMG.jpg,1965-12-01,The 10th Victim,False,5.7,13,1965,1960
359,15,False,/f0U4PSy2JwssOoVPh0DiTO1ki7f.jpg,[878],72091,en,Voyage to the Prehistoric Planet,"In 2020, after the colonization of the moon, the spaceships Vega, Sirius and Capella are launched from Lunar Station 7. They are to explore Venus under the command of Professor Hartman, but an asteroid collides and explodes Capella. The leader ship Vega stays orbiting and sends the astronauts Kern and Sherman with the robot John to the surface of Venus, but they have problems with communication with Dr. Marsha Evans in Vega. The Sirius lands in Venus and Commander Brendan Lockhart, Andre Ferneau and Hans Walter explore the planet and are attacked by prehistoric animals. They use a vehicle to seek Kern and Sherman while collecting samples from the planet. Meanwhile John helps the two cosmonauts to survive in the hostile land.",1.038301,/yZeABdpCBw6mUdkNbwV3zaTxTSH.jpg,1965-08-01,Voyage to the Prehistoric Planet,False,4.2,10,1965,1960
360,16,False,/auudZTmKfOkvpW0g2xCewrWe0F5.jpg,"[28, 27, 878]",21930,ja,大怪獣ガメラ,"A nuclear explosion in the far north unleashes Gamera, the legendary flying turtle, from his sleep under the ice. In his search for energy, Gamera wreaks havoc over the entire world, and it's up to the scientists, assisted by a young boy with a strange sympathic link to the monster, to put a stop to Gamera's rampage.",1.034619,/u2nORn1lNcCAoZC27k4bvs2Jchq.jpg,1965-11-27,Gamera,False,5.0,16,1965,1960
361,17,False,,"[878, 27]",42869,en,The Night Caller,The inhabitants of Ganymede need to find mates from another world or they will become extinct. They soon discover a suitable breeding stock amongst the females of planet Earth.,1.026154,/jYrQ3Inm7uiJJnyAAI7EiETwe9I.jpg,1965-12-31,The Night Caller,False,6.5,3,1965,1960
362,18,False,/LYb0PZIEKwN63BMXz1kUiIOhZe.jpg,"[27, 878]",3166,en,Frankenstein Meets the Spacemonster,"When an atomic war on Mars destroys the planet's women, it's up to Martian Princess Marcuzan and her right-hand man Dr. Nadir to travel to earth and kidnap women for new breeding stock. Landing in Puerto Rico, they shoot down a NASA space capsule manned by an android. With his electronic brain damaged, the android terrorizes the island while the Martians raid beaches and pool parties",1.014647,/6vcEoekT5ZlBe8DPxelqolx6BNX.jpg,1965-09-22,Frankenstein Meets the Spacemonster,False,5.1,5,1965,1960
363,19,False,/eIX63QBrQkkcvMbuWrYry8q4OUC.jpg,"[878, 28, 10769, 12]",38281,en,Atomic Rulers,Super criminals are planning to infiltrate Earth with mass nuclear destruction! Only Starman can defend civilization by thwarting evil!,1.012738,/jZXCj3dZCrrGXAMcVtJSxfQxoBF.jpg,1965-01-01,Atomic Rulers,False,7.0,1,1965,1960
364,0,False,/bBo044P074JgDozq1tGoM7j25cC.jpg,"[878, 18, 10752, 99, 10770]",26508,en,The War Game,"The War Game is a fictional, worst-case-scenario docudrama about nuclear war and its aftermath in and around a typical English city. Although it won an Oscar for Best Documentary, it is fiction. It was intended as an hour-long program to air on BBC 1, but it was deemed too intense and violent to broadcast. It went to theatrical distribution as a feature film instead. Low-budget and shot on location, it strives for and achieves convincing and unflinching realism.",1.009828,/pjDA4DDG9YB2Pu8kxuD5jdUyO62.jpg,1965-11-01,The War Game,False,7.6,26,1965,1960
365,1,False,,[878],85871,en,Vinyl,"Warhol's strange interpretation of ""A Clockwork Orange.""",1.007215,/AaDz6wPmjJyO6h8YljcvKadRPVZ.jpg,1965-04-05,Vinyl,False,5.0,4,1965,1960
366,2,False,/dwnfpkxIBAlsrMs5AvIEltgnNl8.jpg,"[27, 878, 14]",53442,en,The Wizard of Mars,"In 1974, four astronauts, silver shoe-clad Dorothy, overweight Doc, goofy Charlie, and wooden Steve, crash land on Mars when taking readings, with only four days of supplies. They must try to survive on the surface, which is barren except for some canals with huge maggots with fins. After embarking through a golden igneous cavern, braving a storm and finding an unmanned Earth vessel, they discover a golden road which leads them to the unchanging ruins of what was once a beautiful Martian city. The Martians are modeled on the Flatheads of Oz, and their collective consciousness, the ""Wizard,"" forbids them to leave until they perform a very small task...",1.005423,/eTBNdD0tAsVmycYIN5QECC3xsix.jpg,1965-01-01,The Wizard of Mars,False,3.0,3,1965,1960
367,3,False,/fQFl5sHIbwGCKiLI2ymbpmgkEmF.jpg,[878],262696,en,Spaceflight IC-1,"In the year 2015, a spaceship, the IC-1, travels through outer space looking for a suitable planet to settle on. The commander, Captain Ralston, is stern and brutal in which one cadet, Steven, plots a revolt to turn the leadership of the command over to him.",1.004157,/8bnYvgAllGTZ33lkHSuhZyU07yY.jpg,1965-08-01,Spaceflight IC-1,False,4.0,1,1965,1960
368,4,False,/iYEMTpsnKPEDWjrV2rCeiNQAKWS.jpg,"[28, 10769, 878]",22701,en,Attack from Space,"The superhero Starman is sent by the Emerald Planet to protect Earth from belligerent aliens from the Sapphire Galaxy. The Sapphireans (or ""Spherions"") kidnap Dr. Yamanaka and force him to use his spaceship against the Earth.",1.003393,/fIJm2oqAc3nJ5QEQVTmINdJZgjB.jpg,1965-01-01,Attack from Space,False,5.0,1,1965,1960
369,5,False,/uzJZRLCh1iQwCZ0QQHE3nOfImBd.jpg,"[878, 27]",31119,en,Monster a-Go Go,"The plot concerns an American astronaut, Frank Douglas, who mysteriously disappears from his spacecraft as it parachutes to Earth. The vanished astronaut is apparently replaced by or turned into a large, radioactive, humanoid monster. A team of scientists and military men attempt to capture the monster — and at one point succeed, only to have him escape again. Neither the capture nor the escape are ever shown, simply mentioned by the narrator.",1.002313,/5LI6wRnVmFoTT3PZnu4kMl12Y2k.jpg,1965-07-01,Monster a-Go Go,False,2.5,11,1965,1960
370,6,False,,"[35, 878, 10402, 10769]",114678,en,Gonks Go Beat,"A swiftly assembled musical fantasy movie made to capitalise on the mid-Sixties, British craze for gonks (a sort of soft, furry toy). Today it is of more interest for featuring music by such artists as Lulu, The Nashville Teens, and The Graham Bond Organisation.",1.002124,/uhydcf1j9q7H7AvRT1LKSsJxZ5k.jpg,1965-05-24,Gonks Go Beat,False,0.0,1,1965,1960
371,7,False,,"[878, 28, 12, 18]",436137,en,Doctor Who: The Web Planet,"On the planet Vortis, the Doctor, Ian, Barbara and Vicki are swept up in the struggles of the butterfly-like Menoptera, the original denizens of Vortis who were forced to flee the planet for the moon Pictos to escape the encroaching web of the Animus and its mind-controlled minions, the ant-like Zarbi and their living weapons, the larvae guns.",1.001004,/yQxD4d3mg3bL7L44OW0IzYMPNOI.jpg,1965-02-13,Doctor Who: The Web Planet,False,0.0,0,1965,1960
372,8,False,,"[28, 12, 35, 80, 878]",98090,en,Lemon Grove Kids Meet the Monsters,The adventures of the Lemon Grove Kids in this Bowery Boys inspired kiddie film.,1.000791,/viaiyfPTSyy57JvjmYO1dWkzJ2o.jpg,1965-01-01,Lemon Grove Kids Meet the Monsters,False,0.0,0,1965,1960
373,9,False,/pYbUqvLAfwxFkgPiE9VSkSCvxqW.jpg,[878],57090,en,Mutiny in Outer Space,"An expedition to the lunar ice caves contracts a deadly moon-fungus. Stopping en route they contaminate a space station with the fungus, which soon begins to take over the entire place.",1.000743,/mhd2ejb1g2Lcn3MEyS0AFQ1V2ah.jpg,1965-03-03,Mutiny in Outer Space,False,5.2,5,1965,1960
374,10,False,,"[35, 16, 878, 10751]",266593,en,Willy McBean and His Magic Machine,Little Willy McBean joins up with a Mexican monkey named Pablo to travel back in time and stop the evil Prof. von Rotten from changing history.,1.000485,/4wpIn0rVUQ1TlqGzR9f8Z0crXUu.jpg,1965-06-23,Willy McBean and His Magic Machine,False,0.0,0,1965,1960
375,11,False,,"[36, 28, 12, 18, 878]",436134,en,Doctor Who: The Romans,"Landing in Rome, A.D. 64 the travellers take a rare holiday. While Ian and Barbara are happy to relax, the Doctor and Vicki set off to pursue adventure.  However, adventure soon finds Ian and Barbara too as they are kidnapped by slave traders, and the Doctor's imitation of Maximus Pettulian sees him taken to the court of Emperor Nero where he inadvertently plays a part in deciding the course of history...",1.000473,/fYTHEHM9MamUgn5oVr0x7bFoUj9.jpg,1965-01-16,Doctor Who: The Romans,False,0.0,0,1965,1960
376,12,False,,"[80, 878]",29118,en,Psycho a Go-Go,"Jewel thieves quickly dispose of the loot when the alarm is raised, then track down the family upon whose truck they threw them, meanly interrogating them in the hope of getting them back.",1.00044,/dFiQxdby9NWk4FGAYalO7zfUYzn.jpg,1965-01-01,Psycho a Go-Go,False,3.0,2,1965,1960
377,13,False,,"[878, 18, 28, 12]",436589,en,Doctor Who: The Daleks' Master Plan,"In the year 4000, the Daleks conspire to conquer the Solar System. Their scheme involves treachery at the highest levels and a weapon capable of destroying the very fabric of time. Only the Doctor and his friends can prevent catastrophe — and there is no guarantee they will escape with their lives...",1.00044,/dwkCr0Fl9icm7dvxVtm252FM32l.jpg,1965-11-13,Doctor Who: The Daleks' Master Plan,False,0.0,0,1965,1960
378,14,False,,"[18, 28, 12, 878]",436580,en,Doctor Who: The Chase,"The travellers learn from the Time-Space Visualiser taken from the Moroks' museum that Daleks, equipped with their own time machine, are on their trail with orders to exterminate them. They flee in the TARDIS.  The chase begins on the desert planet Aridius and takes in a number of stopping-off points, including a spooky haunted house which is actually a futuristic fun-fair attraction.",1.000423,/eeUr7AN3ME47b2JPftmq6rkVMo4.jpg,1965-05-22,Doctor Who: The Chase,False,0.0,0,1965,1960
