,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
16,False,/1nGtDT2zADdDJJDR5Qwficcxjvo.jpg,"[27, 10752]",39987,it,L'ultima orgia del III Reich,"Lise Cohen is taken to a special prisoner-of-war camp for female Jews, a camp run as a bordello to entertain the German officers and troops going in to battle. The camp is run with an iron fist by Commandant Starker and his minion Alma. Starker becomes frustrated when Lise demonstrates no fear, and devises cruel experiments to scare her, to no avail. Once she realizes her guilt is unfounded, Lise begins to play Starker's game, but even though she begins living a better life, she doesn't forget the atrocities she has seen and experienced.",1.049708,/hvPyPA3gspmfFqXsTNUu60TqPym.jpg,1977-01-21,Gestapo's Last Orgy,False,5.6,8
17,False,,"[18, 27, 53]",67302,en,Ants,A lakeside resort comes under attack by a seemingly infinite hoard of flesh-eating ants.,1.048896,/cDltzdCPEEPJafcBRARMw6RUkYK.jpg,1977-12-02,Ants,False,5.7,3
18,False,/yH6zAWw3HdFbF6cZHB46U9RW6O.jpg,"[18, 80, 27]",106876,en,The Black Panther,"A gung-ho ex-military man pursues a secret life of crime, culminating in the kidnapping of a teenage heiress.",1.048335,/6mCOHCDR0FE4iAL95e8KJZfdqFA.jpg,1977-12-26,The Black Panther,False,5.5,5
19,False,,[27],316980,en,Chobun,"So-dol, serving a prison sentence after being accused of murdering his friend, gets a 7 day leave from the prison when his mother dies. As soon as he and the guard assigned to him arrive in the village, strange events begin to occur. A 5-year old corpse is discovered floating in the harbor and the entire seaweed harvest spoils. So-dal's guard begins an investigation and find that the supernatural is very real in this remote island.",1.045,/t3S7U4sl7frU5C3jqKJaY9wLW33.jpg,1977-11-24,The Early Years,False,0.0,0
0,False,/rtVCFpjCUF2P7rEq0Z6Ydl3J2LZ.jpg,"[27, 53]",948,en,Halloween,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",2.775372,/vjoOFOTBJcJvA1weJejlZ92LZD4.jpg,1978-10-25,Halloween,False,7.4,775
1,False,/vCD9mRgSY4HuoSowm8JO4tm2mhj.jpg,[27],923,en,Dawn of the Dead,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",2.339224,/xFIlPImUznNO0zXgBvl9hCUEoFY.jpg,1978-09-02,Dawn of the Dead,False,7.4,471
2,False,/pUVaVyWFBRCRSuu6M0rFcyqAwQx.jpg,"[27, 53]",579,en,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,1.982978,/zzGtimy1mUJYDjFjCmn2dpHREGV.jpg,1978-06-16,Jaws 2,False,5.6,287
3,False,/9RBrNVbgaNDpZdGiU98OzZtY4c2.jpg,"[27, 9648, 878, 53]",11850,en,Invasion of the Body Snatchers,"The first remake of the paranoid infiltration classic moves the setting for the invasion, from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"", realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?",1.880865,/emvdLecrjSLO8pJII1XbYJqXhcB.jpg,1978-12-19,Invasion of the Body Snatchers,False,7.1,180
4,False,/snD18pxbgJSuMHKwPGD3AuD3aNV.jpg,"[27, 18, 53, 878]",16241,en,The Boys from Brazil,Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot to rekindle the Third Reich.,1.676219,/9fwAXB7cal1K0LQLzFvDTkl9MZP.jpg,1978-10-05,The Boys from Brazil,False,6.6,85
5,False,/3b8GIGYA3UugEkDj7LT6VVXgm4i.jpg,"[18, 27, 878, 53]",12611,en,The Fury,"A government agent is determined to come to his son's rescue, when a sinister official kidnaps him to harness his extremely powerful psychic abilities.",1.615302,/u23CCG87bWtpnPuSLMWpLkdK75H.jpg,1978-03-10,The Fury,False,6.2,52
6,False,/u1YrVf4665Gv8od4VKgP2r6pOIY.jpg,"[27, 53]",25239,en,Day of the Woman,"An aspiring writer is repeatedly gang-raped, humiliated, and left for dead by four men whom she systematically hunts down to seek revenge.",1.597561,/vmox5ufWCHnfxbC8cgx6sbMqu6V.jpg,1978-11-02,I Spit on Your Grave,False,5.8,107
7,False,/jfdxz9R1X4vqDbdQlGlf6AeOHA3.jpg,"[10749, 27]",94832,it,Papaya dei Caraibi,A team of geologists attempt to remove a native population from an island to perform atomic research. But their female Cannibal leader disposes of them one by one.,1.572297,/vS8g6sFkYweXiHmOOkdIuQ8yoXC.jpg,1978-11-15,Papaya: Love Goddess of the Cannibals,False,2.8,3
8,False,/kRLQwAgBnOuF3LXkEHwJG8iCcum.jpg,[27],24831,en,Piranha,"When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal.",1.551207,/1zLfxqSYYUggjWnSeBqNaRSqLmC.jpg,1978-08-03,Piranha,False,5.8,93
9,False,/2uvFzhyfiUihVhvkryhyojjAc99.jpg,"[28, 18, 27, 53]",10766,en,Damien: Omen II,"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle (Lee Grant and William Holden). Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire - and the world. Meanwhile, anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",1.547703,/gXpCjRUqgWDxufXqt34qyVweJnQ.jpg,1978-06-09,Damien: Omen II,False,6.1,128
10,False,/7XElxXsx5RG4EAkkKt2O3iBsWuM.jpg,"[35, 27, 878]",2182,en,Attack of the Killer Tomatoes!,"Attack of the Killer Tomatoes is a 1978 comedy film directed by John De Bello and starring David Miller. The film is a spoof of B-movies. Made on a budget of less than USD $100,000, the story involves tomatoes becoming sentient by unknown means and revolting against humanity.",1.462147,/wX5JjEa7kl8wZYJGsAB6Cqs8zP4.jpg,1978-10-01,Attack of the Killer Tomatoes!,False,4.8,64
11,False,/jHuYNN09mmuzC5CqgMf7xgwE6Nx.jpg,"[28, 18, 27, 878]",46878,en,The Swarm,"Scientist Dr. Bradford Crane and army general Thalius Slater join forces to fight an almost invisible enemy threatening America; killer bees that have deadly venom and attack without reason. Disaster movie-master Irwin Allen's film contains spectacular special effects, including a train crash caused by the eponymous swarm.",1.380601,/4AsVSKw3cIPYilkxnPtPwv4Uhbr.jpg,1978-07-14,The Swarm,False,5.7,43
12,False,/8GYIq488JiR59hzODpSLWonMizf.jpg,"[18, 27, 53]",34193,en,Magic,A ventriloquist is at the mercy of his vicious dummy while he tries to renew a romance with his high school sweetheart.,1.350369,/aBV4nzmQeTfV3tPF62Yl8yEwcuw.jpg,1978-11-08,Magic,False,6.7,44
13,False,/wZRtdrIhCInQgVsS4VghGIHYYdM.jpg,"[18, 27, 9648, 53]",29143,en,Eyes of Laura Mars,Suddenly Laura Mars can see through the eyes of a serial killer as he commits his crimes.,1.288689,/pJCOYaYaOidj5pfpenkfeaucEki.jpg,1978-08-02,Eyes of Laura Mars,False,5.9,33
14,False,/au7veEwwW3xmund5pEHbT9Cddvw.jpg,"[27, 9648, 53]",37938,en,Stranger in Our House,"A country family of five takes in cousin Julia, whose parents recently perished in a car crash. Julia extends her influence over the family and those around them, fooling all except for Rachel, the teenaged girl who knows her cousin is up to no good.  This TV horror movie had the title ""Stranger in Our House"" when it was originally released by NBC on Halloween night in 1978. When released on VHS in the late 1980s, the title was changed to ""Summer of Fear"", which is the title of the Lois Duncan book on which it is based.",1.26417,/nG6ac9q0BgcNlyyDzwgJk3uU9zg.jpg,1978-10-31,Stranger in Our House,False,5.3,16
15,False,/6ED5JMYU7nPpceUXtDVG4ImQWRl.jpg,"[27, 878, 53]",17212,en,Patrick,A comatose hospital patient harasses and kills though his powers of telekinesis to claim his private nurse as his own.,1.219333,/gzMIh3PEY2UixxkEPNoYKi8kbKM.jpg,1978-10-01,Patrick,False,6.2,23
16,False,/5HSStKtOGoRltFf8kJ6DIB6rgoF.jpg,"[18, 27, 10749]",49096,ja,Ai No Borei,"A young man has an affair with an older woman. He is very jealous of her husband and decides that they should kill him. One night, after the husband had plenty of sake to drink and was in bed, they strangle him and dump his body down a well. To avert any suspicions, she pretends her husband has gone off to Tokyo to work. For three years the wife and her lover secretly see each other. Finally, suspicions become very strong and people begin to gossip. To make matters worse, her husband's ghost begins to haunt her and the law arrives to investigate her husband's disappearance.",1.195463,/aVgYj2S9qFWkkS29NE39S7kSei0.jpg,1978-01-01,Empire of Passion,False,6.6,16
17,False,/l89tfzjbySsvpuPhpwRZaIq5JYr.jpg,[27],26517,en,Martin,"Martin sedates women with a syringe full of narcotics and then slices their wrists with a razor blade so he can drink their blood. Martin, who comes to live with his uncle and niece in the dying town of Braddock, Pennsylvania, has romantic monochrome visions of vampiric seductions and torch-lit mobs, but it is impossible to tell how seriously he takes them.",1.170004,/2PNjL8f80CjOtYpMFCvzSktAvXk.jpg,1978-07-05,Martin,False,6.9,43
18,False,/aQtu7y7KTMrmj5RrOsoH5L8H867.jpg,"[10770, 27]",26702,en,Devil Dog: The Hound of Hell,A dog that is a minion of Satan terrorizes a suburban family.,1.161055,/8Y0gkvvHxU0XIqEMdTlj9U08qvY.jpg,1978-10-31,Devil Dog: The Hound of Hell,False,5.5,3
19,False,/wB2UHhO6XQEsuFH3D98DU8OSaIO.jpg,[27],38826,fr,Terror,A witch's prophecy - while being burned at the stake- curse condemns a family to horrible deaths.,1.158311,/kJN2B29C1gOoUAyRZUNKcUqcDtR.jpg,1978-01-01,Terror,False,3.1,4
0,False,/jcLFInwVxYujGxdkDhCowe4fXVJ.jpg,"[27, 28, 878, 53]",17874,en,Laserblast,"Loner teenager Billy Duncan (Kim Milford) stumbles across a lost alien ray gun while wandering the desert one day. Billy uses the destructive weapon to get revenge on his enemies, but quickly finds himself beginning to turn into a violent, alien creature who destroys anyone who offends him.",1.145066,/atlqET1S5QRrgJPEBpvhCfWfDqI.jpg,1978-03-01,Laserblast,False,2.6,19
1,False,/epBMVUCwupWbj0oC3Dcw2YiVOi7.jpg,[27],91256,en,La sorella di Ursula,"While searching for their estranged mother, two beautiful sisters, Dagmar and Ursula, arrive at a luxurious seaside hotel. At the same time, a mysterious killer starts murdering promiscuous women in the area.",1.142067,/611Q7zaCAHR95RKzo9dEqTOvMof.jpg,1978-10-18,The Sister of Ursula,False,6.2,7
2,False,/7ZOJYHroYFMj43RFrBoCXbngQgJ.jpg,"[99, 27]",12237,en,Faces of Death,"A collection of death scenes, ranging from TV-material to home-made super-8 movies. The common factor is death by some means.",1.139845,/fxp39v8t40JuhYRSKjQH6OC95cc.jpg,1978-01-01,Faces of Death,False,4.1,36
3,False,/nNvY0ZASCq07E5hRsL2kuFmEwsB.jpg,"[27, 9648, 10770, 53]",31428,en,Someone's Watching Me!,"A woman is being watched in her apartment by a stranger, who also calls and torments her. A cat-and-mouse game begins.",1.133101,/vTkbuc3uRXCfprVHjJ3PIthVsTz.jpg,1978-11-27,Someone's Watching Me!,False,6.0,18
4,False,/jzKWZCnUU91oL33TC3H0qMEwQbL.jpg,"[18, 27, 9648]",102283,en,Full Circle,"After the death of her daughter, Julia Lofting, a wealthy housewife, moves to London to re-start her life. All seems well until she is haunted by the sadness of losing her own child and the ghosts of other children.",1.131811,/pwaqs8sdYtlNKEYmnoYm4ehQsEz.jpg,1978-04-01,Full Circle,False,5.9,8
5,False,/pE4b1UOk1t3ZrqVb9QE93G0sEdo.jpg,"[35, 18, 27]",55685,it,Avere vent'anni,"Lia and Tina are two beautiful girls who meet and realize that they have a lot in common. They are both young, beautiful and pissed off, so they decide to hitchhike their way to Rome to find Nazariota's commune, a place to stay for free and have all the sex they want... or so they think. Things don't go as they have planned though, and soon they become involved in prostitution, the police and an aggressive gang.",1.109106,/fNiq9IK7qMAUx1InCkEAUyzHMyR.jpg,1978-01-01,To Be Twenty,False,4.9,6
6,False,/rRzIrZfHd39gX3WdKsStorBnmgb.jpg,"[27, 53, 878]",11623,en,The Medusa Touch,"""I have a gift for disaster,"" says John Morlar (Ricard Burton). Morlar is cursed with a unique telekinesis power that only seems to cause disaster.",1.105105,/mGrKagtK5xA7EWRH1aKTLxyQBgf.jpg,1978-04-13,The Medusa Touch,False,7.1,30
7,False,,[27],419881,id,Dewi Malam,"A group of youths go to a jungle in West Java to hunt. Their arrival angers the witchcraft-practicing occupant of an old house. When one of the hunters accidentally shoot the witch and causes a serious injury, the old crone transforms into a beautiful woman named Dewi to get her revenge.",1.1,/qsJKVeB53LeKaQqoI9BXGHKr0gB.jpg,1978-01-01,Goddess of Night,False,0.0,0
8,False,/mwgVxHlZhX5lKxZfmbWEUCaZTTy.jpg,"[27, 53, 9648]",39995,en,Long Weekend,"When a suburban couple go camping for the weekend at a remote beach, they discover that nature isn't in an accommodating mood.",1.095009,/qPrgamCgUaa3G2sEzaiPtuONzZz.jpg,1978-10-14,Long Weekend,False,6.7,33
9,False,/mfd1cGlql0kFoX3E7bTFUjEkiJ2.jpg,"[27, 9648, 53]",99261,it,Solamente nero,"A murder mystery set on an island near Venice. A schoolgirl was murdered seven years ago, and the case was never solved; now, the murderer seems to be back.",1.093985,/69PmM18O8gxE49v611rf8UqmfYN.jpg,1978-06-02,The Bloodstained Shadow,False,8.0,2
10,False,/roCJdVIi6desvhpBqcnsBEPawpb.jpg,"[53, 27, 878]",29342,en,The Bees,"Corporate smuggling of South American killer bees into the United States results in huge swarms terrorizing the northern hemisphere. A small team of scientists work desperately to destroy the threat, but the bees soon mutate into a super-intelligent species that threatens the world.",1.092589,/6ACkWBhLNL9XeMT46SbyYDcYzfv.jpg,1978-11-01,The Bees,False,3.6,5
11,False,/ArpMaLXxZtoisyPxU0K9CKR9NQX.jpg,[27],29107,fr,Les Raisins de la mort,A young woman discovers that the pesticide being sprayed on vineyards is turning people into killer zombies.,1.092495,/AaWsnBy8N7e0Rt4nLBLHWM8dMuR.jpg,1978-07-05,The Grapes of Death,False,6.2,17
12,False,,"[28, 18, 27, 53]",30937,en,Maneaters Are Loose!,No overview found.,1.081275,/WKQXsL2qEVd3g9dRdW0QcFTDKV.jpg,1978-05-03,Maneaters Are Loose!,False,0.0,0
13,False,/lUrDYhrwTNFUyrsi4yMLHmmsvp1.jpg,"[18, 9648, 53, 27]",55300,en,Are You in the House Alone?,Teenage girl is plagued by harassing phone calls. Her fear mounts when she's babysitting at a neighbor's home one evening and the caller rings her at that number.,1.072731,/wVsUeiyI2RWDtYsoT99CiF6zIDD.jpg,1978-09-20,Are You in the House Alone?,False,5.0,4
14,False,/gbR1PYaASgGuUia2W6dKfV1LZJX.jpg,[27],42215,en,The Legacy,"Sam Elliott and Katharine Ross star as architects brought to a secluded estate by an eccentric millionaire. They and other guests become trapped, leading to a series of grisly deaths which point to a supernatural…",1.072522,/Zqb4O0Z1Zhv69ZDUdeVlcwI83L.jpg,1978-09-01,The Legacy,False,5.3,16
15,False,/qyFYvCfldJKGYtLLGFPCns1VBcK.jpg,[27],3561,it,L'osceno desiderio,"Amanda, a beautiful American girl is soon to be married to Andrea Orsomandi, a wealthy nobleman who lives in an extravagant Gothic mansion. However there exists something dark, sinister and supernatural within the walls of the mansion. It seems that Andrea has been driven to madness and is a victim of the evil contained within the house. It soon transpires that he is involved in black magic, perverse rituals and serial killings with the aid of his sadistic henchman and gardener Giovanni. Killing prostitutes in order to exorcise this Evil. Now the demonic forces set out to possess Amanda,take her soul and turn her into another victim of the mansion.",1.068349,/AvxUl1BAawLFulBCYBD1PLz8gEW.jpg,1978-12-04,Obscene Desire,False,0.0,0
16,False,/saxACH9I4Jhcjb3Bdldo22y4VNd.jpg,[27],28155,en,It Lives Again,The monster child returns - but now there are three!,1.067953,/sCNy9t0BThvzjwuCE8yFRmWLvhQ.jpg,1978-05-10,It Lives Again,False,4.9,15
17,False,/k147BjljUI8cmloegm89glB7r9.jpg,"[27, 53]",28485,es,Escalofrío,"Andy and Thelma, an urbanite couple living in Madrid, leave their apartment for a pleasant day around the city with their dog. They cross paths with Bruno and Anne, a strange couple who invite them to their foreboding country estate. A storm hits that evening and the two stay overnight. The couples engage in a bit of harmless communication with spirits via ouija board, but soon past conflicts arise Thelma had an affair with Andy's brother, and Anne criticizes Bruno over his attempted suicide. This is only the beginning of all the horrors that will haunts them in the house.",1.066615,/pWUWbK2tnnCvenM9D9IbaplRxgr.jpg,1978-08-12,Satan's Blood,False,6.6,6
18,False,/uzwoetXfBa7i1wSoaKw8oF2laRd.jpg,[27],27495,en,The Toolbox Murders,"No one is safe when a killer, wielding the deadly contents of his toolbox, methodically stalks his prey.",1.066461,/yUvEmwJnysnpmFm7A6S9mlaMH7X.jpg,1978-03-15,The Toolbox Murders,False,5.6,22
19,False,,[27],314958,en,Le diabolique docteur Flak,,1.065,/kVSITJJ5ZjN8HwdslYcefvwgOtx.jpg,1978-01-01,The Diabolical Dr. Flak,False,0.0,0
0,False,/si4PH5RjbpdQZi3BQvV6eiBNjYD.jpg,"[27, 28, 53, 878]",348,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",6.856661,/2h00HrZs89SL3tXB4nbkiM7BKHs.jpg,1979-05-25,Alien,False,7.8,3427
1,False,/hqSThhiEMal7eSWEoWgeVyvSLAW.jpg,"[18, 27]",6404,en,Nosferatu: Phantom der Nacht,"Jonathan Harker is sent away to Count Dracula's castle to sell him a house in Virna, where he lives. But Count Dracula is a vampire, an undead ghoul living of men's blood. Inspired by a photograph of Lucy Harker, Dracula moves to Virna, bringing with him death and plague. An unusually contemplative version of Dracula, in which the vampire bears the cross of not being able to get old and die.",1.620121,/pgW8m63jB7ZgDiBbLQSMJEOQB6Z.jpg,1979-04-11,Nosferatu the Vampyre,False,7.4,114
2,False,/fAHaJJCrW8AlQTuTRYD3rAdut5k.jpg,"[27, 53]",45964,en,When a Stranger Calls,"A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again.",1.610236,/nFnR37y5iUOYpYmBB2fLtYUsiKH.jpg,1979-10-26,When a Stranger Calls,False,6.2,41
3,False,/9hceK4BzYY8jylNAQu0ZYYGlcFg.jpg,"[27, 878]",9638,en,Phantasm,"A young boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a mysterious arsenal of terrible weapons with him.",1.606956,/59GIYULisvSYMwawbbtCnjaPMAn.jpg,1979-03-28,Phantasm,False,6.5,128
4,False,/SOgoUJIBuqoSg2HOBaDWi95enb.jpg,"[27, 878, 53]",28942,en,The Brood,"A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife, while a series of brutal attacks committed by a brood of mutant children coincides with the husband's investigation.",1.604337,/t8pFmS8tvLT6khNpp7gGC7li7Jt.jpg,1979-05-25,The Brood,False,6.5,106
5,False,/rz6bEvDbkchDu8EKJSXRRUhpxuy.jpg,[27],7219,it,Zombi 2,"A zombie is found aboard a boat off the New York coast which belongs to a famous scientist. Peter West, a journalist, travels to the Antilles with Ann, the daughter of the scientist. On the way, they meet with with Brian, an ethnologist, and Susan. When they arrive at Matul Island, they find Dr. Menard, and discover a terrifying disease which is turning the islanders into horrifying zombies which devour human flesh and seem indestructible....",1.572493,/sKQEEADLo0Eyu4hcs4xeSE9d6i.jpg,1979-08-25,Zombie,False,6.3,105
6,False,/a2xUCgwOqI6QB7hxg7xiXCHhWMP.jpg,"[27, 878]",31915,en,Prophecy,"A Savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a Maine countryside.",1.543807,/u7nkQCuYpXyGf4dX34yXDzvlkuH.jpg,1979-01-01,Prophecy,False,5.5,22
7,False,/uwM53UvO0NtVfZNMthuuPUUR2pV.jpg,"[9648, 27, 53]",11343,en,Salem's Lot,Vampires are invading a small New England town. It's up to a novelist and a young horror fan to save it.,1.4244,/hAlBAzbHBRals4xPGSk8FQf0u57.jpg,1979-11-17,Salem's Lot,False,6.2,109
8,False,/uWF6NFQ8JySd4KSaX4JKEVYts06.jpg,"[27, 10749]",33521,en,Dracula,"Romanticized adaptation of Bram Stoker's 1897 classic. Set in 1913 England, the bloodsucking, but handsome, charming and seductive, Count Dracula seeks an immortal bride.",1.39953,/nS20AU8Iorb3nEJdIEpk4J0RR0j.jpg,1979-07-20,Dracula,False,6.4,43
9,False,/s2z4t3y5gvFKId09smKOUq8I8gK.jpg,"[18, 27, 53]",11449,en,The Amityville Horror,"George Lutz and his wife Kathleen, move into their Long Island dream house with their children only for their lives to be turned into a hellish nightmare. The legacy of a murder committed in the house gradually affects the family and a priest is brought in to try and exorcise the demonic presence from their home.",1.390619,/8wcBjXqu4VtUV0mPyah6WB0mMKR.jpg,1979-07-27,The Amityville Horror,False,6.1,150
10,False,/r7Eag0QSOEYkSeY2ZdJaLQziJc1.jpg,"[27, 53]",39863,ja,Dabide no hoshi: Bishôjo-gari,"""Beautiful Girl Hunter"" by Norifumi Suzuki is based on manga by Maasaki Soto.The film portrays the life of Tatsuya,a young man of proper descent whose outward respectability hides his urges for rape and torture.This handsome rapist seduces women,then brings them to the basement of the mansion he inherited from his well-to-do parents,where he indulges in lengthy sessions of sado-sexual violence.",1.320111,/vNhYovcdrQXqBp5yyjp6cOKvJp7.jpg,1979-10-27,Star of David: Beauty Hunting,False,6.2,7
11,False,/dMeYjEPQCUO8gN8ZyGpx4r5j5iZ.jpg,"[27, 9648, 53]",13570,en,Tourist Trap,"Their car breaks down and four friends find themselves stranded at The Lost Oasis, a strange museum run by the friendly Mr. Slausen. Even though they are warned not to, the teens explore a house nearby and learn that it belongs to Davey, Mr. Slausen's insane brother. Davey has a knack for making mannequins. In fact, his house is filled with them. Davey's enthusiasm shows when starts adding the teenagers to his collection.",1.285313,/zPU8rFobvX1SwEXj1YCI4acd4xE.jpg,1979-01-25,Tourist Trap,False,6.2,50
12,False,/bnbWpkDIJpWR4YH5oK61zkWJVic.jpg,"[27, 878]",9640,en,Mission Galactica: The Cylon Attack,"Running low on fuel, the Battlestar Galactica receives the help of the supposedly lost Battlestar Pegasus which is taking the offensive with the Cylons.",1.26231,/fnrdI0PgayfXxCoZyjdlRdmgcYx.jpg,1979-01-01,Mission Galactica: The Cylon Attack,False,4.8,6
13,False,/uWcP8K18A2VQZPgIztoP0P3zDzk.jpg,"[10749, 35, 27]",18966,en,Love at First Bite,"Dracula and Renefield relocate to 70's era New York in search of Cindy Sondheim (the reincarnation of Dracula's one true love, Mina Harker). ""Trouble adjusting"" is a wild understatement for the Count as he battles Cindy's psychiatrist, Jeffrey Rosenberg (a descendant of Van Helsing who changed his name for professional reasons?), who may almost certainly, possibly, may be in love with Cindy too.",1.249974,/yb4uCXp9MmoVYLECk8J0FA5WETz.jpg,1979-04-27,Love at First Bite,False,6.1,23
14,False,/5MJRC3hVJvblgpgFI3BeO1LJlla.jpg,"[27, 878]",54013,en,Stridulum,An ancient intergalactic warrior arrives on Earth to put a stop to a demonic child's plot to reproduce Satan's next generation of evil.,1.237453,/3c7U8UTVuQzqKmegKNXuEhMyx5p.jpg,1979-03-22,The Visitor,False,4.6,23
15,False,,[27],153246,it,Sensitività,"A young university student ""Lillian"" (Fani) returns to her family's country villa near a lake where years earlier had mother drowned. She is supposedly researching a local legend, a witch called Kira and strange symbol associated with her.",1.233576,/ggWzfGHtGYdzHJI8A6bDWRXu7dq.jpg,1979-09-28,The House by the Edge of the Lake,False,0.0,0
16,False,/2pJ0PTrXZzGgSFXkavFxY7yBPtF.jpg,"[10769, 27, 18]",29562,fr,Fascination,"This erotic horror film, set in 1905, tells the story of a thief who seeks refuge in a castle owned by two women, Eva (Brigitte Lahaie) and Elizabeth (Franca Mai). The women are seductive and teasing, but turn out to be part of a vampiric cult of blood-drinking aristocrats",1.197354,/8cnKmM7p96Wnt3W49AbvvKDsGXy.jpg,1979-01-01,Fascination,False,6.9,11
17,False,/xRUOX3ajQlM9dqnPfkXNephw7hV.jpg,"[878, 27]",27905,it,L'isola degli uomini pesce,Aquatic creatures threaten the existence of a mysterious island.,1.192479,/ctH9g0CcXx55nwlIG2Bu2dS3db1.jpg,1979-01-18,Island of the Fishmen,False,6.6,13
18,False,/h6LaGDHC8wlfMaZrcYKx3sp9tK4.jpg,[27],5425,it,Buio Omega,"A young rich orphan loses his fiancée to voodoo doll mischief on the part of his housekeeper who is jealous of his attentions. He digs his girlfriend up, cleans her out, stuffs her, and puts her in bed at the mansion. Following this, he tries out and disposes of a series of young maidens, trying to find the right replacement for her, and the disapproving housekeeper helps him with the disposals.",1.187656,/4xVOqZPh0uEtvJCjeM2SWRYoAYB.jpg,1979-11-15,Beyond the Darkness,False,6.4,17
19,False,/69Vh028PZLxkThZzTjdG2z4WZBT.jpg,"[27, 53]",11819,de,Fleisch,"A honeymooning couple stay at a hotel in New Mexico. It all seems normal until an ambulance pulls up and takes the husband away. The wife, with the help of a truck driver, finds the awful secret to the hotel and the ambulance service.",1.175615,/hnnltDzDTeNDD2h8LeqyYV4R3I4.jpg,1979-06-15,Spare Parts,False,5.9,7
0,False,,"[53, 27]",215722,en,Shadows of the Mind,"The film opens as Elise is getting released from a mental institution after 12 years of being locked up. She witnessed her mother drown and afterwards was never the same. Her psychiatrist, Dr. Robert Lang believes she is well enough to leave the hospital. He along with his girlfriend Diana escort Elise back to her childhood home. Soon, Elise’s stepbrother Leland shows up. It’s clear that his intentions are not good as he taunts her about her mother’s death. Later, it becomes clear that he wants the entire estate for himself and wants Elise locked back up forever. Elise begins hearing voices and having flashbacks of the night her mother died. Soon, people around Elise get murdered. The killer is a bit of a surprise and the conclusion is awesome. The atmosphere created is fantastic and sits somewhere in-between Don’t Look in the Basement (1973) and Funeral Home (1980). (from http://www.scaredstiffreviews.com/?p=4609)",1.15,/4kwAWxQl81wVNj8CRBtQobGERn4.jpg,1979-08-18,Shadows of the Mind,False,0.0,0
1,False,/vt4IUo1rPHJGQvZ18PYQ3jWflPt.jpg,"[12, 27]",36275,en,Killer Fish,Jewel thieves attempt to recover treasure from piranha infested waters. Mistrust and betrayals happen amongst the gang in the quest for gold.,1.137795,/hsIbk3FFziI1RmOdMQhf14z4hq4.jpg,1979-12-07,Killer Fish,False,4.3,7
2,False,/qFta6GebpLdiaIg4nvLdefDr5PU.jpg,"[27, 53]",28380,en,The Silent Scream,"Scotty moves into Mrs. Engels' seaside mansion where three other college students are boarding. Mrs. Engels prefers to stay in her room in the attic, but her son Mason helps the students get settled. Soon one of the students is killed. The policemen on the case begin uncovering the Engels family secret as the remaining students become endangered",1.127427,/vhifNul1IaPcAXHtvQ6ymKDay7V.jpg,1979-11-23,The Silent Scream,False,6.3,6
3,False,/ioQprP51k65jbTbEYpE2ECAl76g.jpg,"[9648, 14, 53, 27, 28]",44914,cn,蝶變,"A journalist attempting to solve a mystery in ""Martial World"" enlists the aid of a master fighter and a woman named Green Breeze. They go to a mysterious castle where they come across poisonous butterflies and a black-leather-clad killer.",1.100439,/9GITbCo4xbVUvsLDXDZPFUb1ucJ.jpg,1979-07-20,The Butterfly Murders,False,5.9,4
4,False,/8Cght7MbPyQxYQuzueb9wUHwD4F.jpg,"[10749, 27, 53]",104866,it,Play Motel,The motel has a special room designed for sexual activities. It also has a habit of photographing sex act engines and extorting the parties concerned. One day a mysterious killer with black gloves up and the situation is changing.,1.093171,/qblC7meJCelqi2JFSCrwjIe7T3g.jpg,1979-01-01,Play Motel,False,0.0,0
