,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
4,False,/5K1odsfovf5hL9W2077ENf5pIC1.jpg,"[35, 10749]",11452,en,National Lampoon’s Van Wilder,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",2.506765,/oYBUZdW55GPH8D3cPk1HjPQRoYP.jpg,2002-03-29,National Lampoon’s Van Wilder,False,5.9,769
5,False,/yzDeCyDr8B4mtTODLnvgB0Jienu.jpg,"[35, 18, 10749]",8051,en,Punch-Drunk Love,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,2.478821,/k4pekJKEdaV2fv4S89A8GCV7u7Y.jpg,2002-10-25,Punch-Drunk Love,False,6.9,414
6,False,/10cIyBqyvfIkIvkn7yY70synvnP.jpg,"[35, 10749]",13163,en,Buying the Cow,A commitment-averse man frantically hits the dating scene after his girlfriend starts pressuring him to pop the question.,2.369,/trmDFQGnsFDjJtg7iFifgqV2WI3.jpg,2002-01-14,Buying the Cow,False,5.7,19
7,False,/miFwBsaWZER118kg0AAuHcy1YOa.jpg,"[35, 18, 10749]",8346,en,My Big Fat Greek Wedding,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,2.288406,/vqGs8K6MdMHVPMTgMhzKHBVgu0t.jpg,2002-02-22,My Big Fat Greek Wedding,False,6.1,540
8,False,/9vQ6aIaeKgaJg5bPBB96SjrzF3A.jpg,"[18, 53, 10749, 80]",10575,en,Heaven,"A woman takes the law into her own hands after police ignore her pleas to arrest the man responsible for her husband's death, and finds herself not only under arrest for murder but falling in love with an officer.",2.270062,/lzVJIKVfUaafm6BTBj7bdynCnts.jpg,2002-02-06,Heaven,False,6.7,54
9,False,/wPTwGPIL0xqbYFRD2F6LZYwtUdV.jpg,"[18, 10751, 10749]",10229,en,A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",2.192153,/kso0otMalKy9qSEdrzYP7Bc3Rjg.jpg,2002-01-25,A Walk to Remember,False,7.4,723
10,False,/bDPs32HRBalnN8HyYMH0xoG4VIW.jpg,"[35, 10749]",2022,en,Mr. Deeds,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.",2.053319,/l3hmNjhxmqjXrvGNMMmeOmsyX3r.jpg,2002-06-28,Mr. Deeds,False,5.6,500
11,False,/yi9qxpSzuzZ42i04QmFfuCJyRCV.jpg,"[35, 10749]",11529,en,Sweet Home Alabama,"New York fashion designer Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But Melanie's past holds many secrets, including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",2.052835,/suMTT3YgqeUg9vDJB0xZQhcekh7.jpg,2002-09-26,Sweet Home Alabama,False,5.9,307
12,False,/esp04dRDJcej55yrljgQGeG0uiK.jpg,"[53, 80, 10749]",9280,en,Femme Fatale,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",2.051076,/i2OgxmZVbIsJxaLiYMjCSewsLty.jpg,2002-11-06,Femme Fatale,False,6.3,103
13,False,/dhpQTWHfzf0svhFPezPMG0740H2.jpg,"[18, 35, 10749]",245,en,About a Boy,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",2.036342,/1kz4Q2v7cxwNnTfkjrujzWAVCne.jpg,2002-04-26,About a Boy,False,6.6,473
14,False,/qHo4hRPJMlcLrtehK9d1m2MTrj9.jpg,"[18, 878, 9648, 10749]",2103,en,Solaris,"Upon arrival at the space station orbiting an ocean world called Solaris a psychologist discovers that the commander of an expedition to the planet has died mysteriously. Other strange events soon start happening as well, such as the appearance of old acquaintances of the crew, including some who are dead.",2.028524,/8TTniVKEjUWs3DnAMEWMXP6V1ct.jpg,2002-11-27,Solaris,False,5.9,301
15,False,/iLpWNh7ur2sEJIX7NgbiJgdmdjJ.jpg,"[18, 10749]",1360,en,Frida,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",2.007646,/zwkLXyeAKYGX6iKJemLlSSPmC22.jpg,2002-08-29,Frida,False,7.2,270
16,False,/enycOzeSeV4BXbCSQ0ZZN8PXI0n.jpg,"[35, 18, 10749]",7303,en,Maid in Manhattan,"Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",2.003806,/3LQ4wKp4lF41yTTRSd6QdgD6eXO.jpg,2002-12-13,Maid in Manhattan,False,5.6,360
17,False,/hXDuVmsqmDZxt2i1CnRfWrjXadN.jpg,"[18, 27, 53, 10749]",10894,en,May,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",1.970351,/kUaoxNyLFhZ8tOKFXu4xQnZJYxa.jpg,2002-01-13,May,False,6.2,123
18,False,/4ErXZZgpXPxDcCLnnLXysK03ss9.jpg,"[16, 14, 10749]",14128,en,Cinderella II: Dreams Come True,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.",1.962725,/bXhmcwGh9yyT2AIv6fHcwsDLuUk.jpg,2002-02-23,Cinderella II: Dreams Come True,False,5.5,179
19,False,/tTWIMWy7AQO2INqPPm5hZ44hBrs.jpg,"[14, 18, 878, 10749, 10751]",13768,en,Tuck Everlasting,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.",1.959735,/uKZar1lJ9U3UlM6hE6esWAGECes.jpg,2002-10-11,Tuck Everlasting,False,6.3,109
0,False,/gAAZt8QGa9o2xtU5Ag3ITQIgVXk.jpg,"[35, 18, 10749]",11013,en,Secretary,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",1.916386,/dZaTYgy6sc6Z8ylaKdXw8yq5sRv.jpg,2002-01-11,Secretary,False,6.7,298
1,False,/ke7WxmjacV37c3fDk7mmsksCqSe.jpg,"[12, 16, 10751, 10749]",12448,en,The Hunchback of Notre Dame II,"Now that Frollo is gone, Quasimodo rings the bell with the help of his new friend and Esmeralda's and Phoebus' little son, Zephyr. But when Quasi stops by a traveling circus owned by evil magician Sarousch, he falls for Madellaine, Sarouch's assistant.",1.909982,/xgKY2n9uJ9iP7zSOBWt75FNvHnP.jpg,2002-02-05,The Hunchback of Notre Dame II,False,5.0,105
2,False,/z2BIvPHuaDeT5udGoVuV8ZmlbY3.jpg,"[35, 80, 18, 10749, 53]",4912,en,Confessions of a Dangerous Mind,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",1.889564,/o3Im9nPLAgtlw1j2LtpMebAotSe.jpg,2002-12-30,Confessions of a Dangerous Mind,False,6.6,215
3,False,/7QIXnQgXkLC5St7d6V9qwGpay3Y.jpg,"[35, 10749]",10918,en,Plots with a View,A politician's wife and the mortician who has secretly loved her for years plan to fake her death so they can run away together.,1.87669,/1Ilt726vFysLWvknRUjmYNXG2kd.jpg,2002-10-04,Undertaking Betty,False,6.3,22
4,False,/cbjvXeeEMxcokr5ZSuf316pqbpM.jpg,"[18, 10749]",13435,en,Antwone Fisher,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",1.855713,/exxd2ddAB1F82QBzxiHGHijltwM.jpg,2002-12-19,Antwone Fisher,False,6.6,104
5,False,/9GruQLprYzRnT72vQNF92tcUUQJ.jpg,"[18, 10749]",64,es,Hable con Ella,Two men share an odd friendship while they care for two women who are both in deep comas.,1.854439,/klsBB1YEGRyC7YjiLYCKIqkU6pY.jpg,2002-03-14,Talk to Her,False,7.3,203
6,False,/lPhhNFSmVEtKZbeV6CQreSJtIqy.jpg,"[18, 35, 10749]",1555,fr,L'Auberge espagnole,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.",1.824196,/A39UkRL4IdI9D9blGAUNtkwCqLt.jpg,2002-05-17,The Spanish Apartment,False,7.0,216
7,False,/hHkS7c18u6sc6CCE1GXi6J6TmHo.jpg,"[10749, 35]",2642,en,Two Weeks Notice,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",1.76313,/oJhoI85vBdFRSMEgnYNCcrNDocJ.jpg,2002-12-19,Two Weeks Notice,False,5.9,359
8,False,/vNU19ojvicmxs2gihwQJiaLPw6N.jpg,"[18, 10749]",10712,en,Far from Heaven,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",1.7625,/7lzlqQmtv4z2CEiiBWU55blk1zo.jpg,2002-09-01,Far from Heaven,False,6.7,110
9,False,/pol3BVGFdhHBSWQzAJZq9vi7q3V.jpg,"[10752, 12, 18, 10749]",9093,en,The Four Feathers,"The story, set in 1875, follows a British officer (Heath Ledger) who resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancée send him four white feathers which symbolize cowardice. To redeem his honor he disguises himself as an Arab and secretly saves the lives of those who branded him a coward.",1.757728,/v6fx9g41BUh3I2342Owx4thr7Gh.jpg,2002-09-08,The Four Feathers,False,6.4,117
10,False,/gyVqxiFzKlPlbtVsJSZROz0fdj0.jpg,"[35, 10749]",20009,en,Slackers,"Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.",1.712623,/9W6tiYZZTB45ZyWpoceBSc4Ln9y.jpg,2002-02-01,Slackers,False,5.4,49
11,False,/yTMI4fDST4PGujX3WnFat5PWS6D.jpg,"[35, 10749]",9027,en,The Guru,"Bored with Bollywood movies but fascinated with their Hollywood counterparts from his youth, Ram dreams to become a singer and actor in America, the country where dreams are made. He is encouraged when his American-based close friend, Vijay Rao, comes for visit, and brags about driving a Mercedes and living in a penthouse.",1.635906,/kbqBlFIjxXkJCLHQxzq9nhTKubQ.jpg,2002-08-21,The Guru,False,5.2,56
12,False,/sHhRLxifxYPmft1yLh8iIO9z00H.jpg,"[28, 18, 10749]",12496,ja,Tasogare Seibei,"Seibei Iguchi leads a difficult life as a low ranking samurai at the turn of the nineteenth century. A widower with a meager income, Seibei struggles to take care of his two daughters and senile mother. New prospects seem to open up when the beautiful Tomoe, a childhood friend, comes back into he and his daughters' life, but as the Japanese feudal system unravels, Seibei is still bound by the code of honor of the samurai and by his own sense of social precedence. How can he find a way to do what is best for those he loves?",1.632017,/3cWsPgrwxEpTbJMCRXcWpxWgW11.jpg,2002-11-02,The Twilight Samurai,False,7.4,79
13,False,/gY2qB8EFgiCZTQSgcWoZov3w7eH.jpg,"[18, 35, 10749]",9962,en,The Good Girl,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,1.602669,/gXUh1LQ8g2rOKNzmOCe3tjfnsZR.jpg,2002-01-12,The Good Girl,False,6.0,138
14,False,/2TMVAc7QsLWCEUdLxHEU7LGGmjl.jpg,"[35, 10749]",2752,en,40 Days and 40 Nights,"Matt Sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. Then came Lent, that time of year when everybody gives something up. That's when Matt decides to go where no man's gone before and make a vow: No sex. Whatsoever. For 40 straight days. At first he has everything under control. That is until the woman of his dreams, Erica, walks into his life.",1.601818,/bIyZfvT4kwfR6pus69kpbQKIokJ.jpg,2002-03-01,40 Days and 40 Nights,False,5.2,241
15,False,/w2XgUins64EAD8wuQerq5vPTyGD.jpg,"[10749, 35, 18]",1809,en,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",1.593403,/wZ8QnVrqicqIa4vlDC5nZ5rtoUK.jpg,2002-10-11,The Rules of Attraction,False,6.2,137
16,False,/by0WtpJ5UNxOy6ytIfPPTasbRoB.jpg,"[28, 12, 35, 18, 10751, 10402, 10749]",17130,en,Crossroads,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",1.571123,/egIs4cWxn0iBErFKrQ7STckjj49.jpg,2002-02-15,Crossroads,False,4.7,133
17,False,/lr8NjLSMKE9n8dCimOjk22KGWln.jpg,"[18, 53, 10749]",25649,ko,나쁜 남자,"A criminal who runs a brothel becomes obsessed with a beautiful college student. When she rejects him he sets her up by introducing her to a loan shark and when she can't pay, she is forced into working in the brothel. But when she gets the chance to escape she realizes she cannot return to her former life.",1.525087,/j4B73v7lzhVT9mNrcmTQmV6iaNh.jpg,2002-01-11,Bad Guy,False,7.0,38
18,False,,"[18, 10749]",16802,en,Forbidden,"At his bachelor party, Jason has a one-night fling with Nikki, a radiant beauty with whom he forms an immediate bond. They agree to keep their secret locked away forever. Two years later, Jason, his wife, Andy and his fiancee plan a reunion weekend. Jason is shocked to discover that Andy's fiancee is Nikki. Now, secret and passionate affairs are played out.",1.522944,/a9BLlpzPMaWjpX2nyqQB0s2tDmF.jpg,2002-06-25,Forbidden,False,5.0,2
19,False,/eACEgECmmQjMKsReNRWTHvzpYlu.jpg,"[18, 10749]",102,da,Elsker dig for evigt,"Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.",1.508848,/oCs6eP76KDA42CAh1aSTta243NV.jpg,2002-09-06,Open Hearts,False,6.6,20
0,False,/m0NEfLsC02H6AzgyvXjaYeiluQr.jpg,"[18, 10749]",59210,en,The Mother,"A grandmother has a passionate affair with a man half her age, who is also sleeping with her daughter.",5.900564,/8GV8AjbqKIN0q5vuEwYXUtk6UdM.jpg,2003-01-01,The Mother,False,6.8,14
1,False,/nnfORNm5LclB9zxN3TqDKFTGOvT.jpg,"[35, 10749, 18]",508,en,Love Actually,Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.,3.425018,/kfX8Ctin3fSZbdnjh6CXSNZUOVP.jpg,2003-09-07,Love Actually,False,7.0,1540
2,False,/a8xpxCnvqKyshdrDNFGs6oy4r8N.jpg,"[18, 10749]",1278,en,The Dreamers,A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister. Set against the background of the '68 Paris student riots.,3.087627,/7ABcfmXQZeCXl5sNrDuLS1URMPN.jpg,2003-09-01,The Dreamers,False,7.1,443
3,False,/ihrwADHDVr0gj6FPbHDv8DZJn2I.jpg,"[35, 18, 10749]",338,de,"Good bye, Lenin!",An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,2.892363,/pb62NJ3tRxgmxBSM9u1Wg1dmmvG.jpg,2003-02-09,"Good bye, Lenin!",False,7.4,449
4,False,/5CDIezS2xJtcSXPL24Z2dIeUOp0.jpg,"[35, 10749]",8273,en,American Wedding,"With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.",2.633108,/lcLuBjI3Hr12mGFKJvdMeZdf3AN.jpg,2003-08-01,American Wedding,False,6.0,870
5,False,,"[10749, 18]",111627,en,www.XXX.com,"www.XXX.com peeks into the world of internet prostitution. A Fil-Am girl (Palermo) escapes the consequences of her State-side abortion by going back to her home country. With relatives greeting her with unwelcome arms, Joanna tries to make sense of her life and gets into the clutches of a smooth cybercafe owner (Gary Estrada) who introduces her to Web Diva.Com. She eventually becomes their big money-maker while catching a tentative affair with Spike (Carlo Maceda) -- a misguided hacker who (cheekily enough) created the Love virus in the movie.",2.483731,/30eJser7r2XYRJcQMVId0i4EFiX.jpg,2003-06-25,www.XXX.com,False,10.0,1
6,False,/jVjxAqJGKwtqbiijxBIJzj3u8PB.jpg,"[18, 10749]",38018,fr,Les égarés,"Fleeing the June 1940 arrival of Hitler's army in Paris, a young war widow and her two children are rescued from dive-bombing German fighters by a cocky, reckless teenager. He finds them refuge in an abandoned house, but despite the fact that the family quickly comes to be depending much on his cunning and survival abilities, their cohabitation proves uneasy.",2.37447,/vGK985GfopucZO7xCCpYfKQ0lND.jpg,2003-08-20,Strayed,False,5.7,20
7,False,/fD9foXdVMAW8Oku4y6WcBQ3mXeD.jpg,"[10749, 35, 10751, 14]",10719,en,Elf,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",2.242882,/9jChHqqcpe0zHNTqkNqWZkwkgil.jpg,2003-10-09,Elf,False,6.5,803
8,False,/AwENmUN7SdbYhLnN6mQ716ixQI5.jpg,"[18, 10749, 878, 53]",2577,en,Code 46,"A futuristic 'Brief Encounter', a love story in which the romance is doomed by genetic incompatibility.",2.241537,/lOEo7iG0FV6mxpvl8IQoSvsGSC3.jpg,2003-09-02,Code 46,False,6.1,91
9,False,/qUQo4Xlv9nwBDPJxz5HtIsXqq1C.jpg,"[18, 10749]",3635,en,Girl with a Pearl Earring,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.",2.142277,/iwapgsiyOLFZCrzDmdspdkrbkIW.jpg,2003-08-31,Girl with a Pearl Earring,False,6.5,270
10,False,/q1HwkDh8ujNuA6wjj1zLXt2dVto.jpg,"[28, 35, 10749, 53]",10720,en,Down with Love,"Aaaah... it's New York City in 1962, and love is blooming between a journalist and a feminist advice author, who's falling head over heels despite her beau's playboy lifestyle.  An homage to the early 1960s sex comedies that starred Rock Hudson and Doris Day. The story follows a best-selling female advice author who has all the answers until a sly journalist playboy starts asking the questions.",2.108146,/x045RokNPRTxi4KOFiLVGAKtWkb.jpg,2003-05-08,Down with Love,False,6.0,156
11,False,/rDunLaDBXfULz4oju8JOzSbkNle.jpg,"[35, 10749]",9919,en,How to Lose a Guy in 10 Days,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",2.105542,/aiB7u6xZ9RWeDTQ7c92J8AoiHj3.jpg,2003-02-07,How to Lose a Guy in 10 Days,False,6.2,648
12,False,/cqorfeF8OBeDMUFayKPYl8R8YKo.jpg,"[35, 18, 10751, 10749]",21542,en,Love Don't Cost a Thing,"Highschool loser (Cannon) pays a cheerleader (Milian) to pose as his girlfriend so he can be considered cool. Remake of 1987' Can't Buy Me Love, starring Patrick Dempsey",2.073838,/fgKCJgoqWgB2TVo0D0tpiCxE1lv.jpg,2003-12-12,Love Don't Cost a Thing,False,5.0,29
13,False,/lkvnT8SShNsdqM2AR1Lyp15PFrk.jpg,"[18, 10749]",11820,en,Mona Lisa Smile,"The story of Katherine Ann Watson, a feminist teacher who studied at UCLA graduate school and in 1953 left her boyfriend behind in Los Angeles, California to teach at Wellesley College, a conservative women's private liberal arts college in Massachusetts, United States.",1.985784,/zLn6dKedtaR3rnCRohxIxjfqmxV.jpg,2003-12-19,Mona Lisa Smile,False,6.4,285
14,False,/aOi5Ba9YyxQmHyFtCTJXaG7HZIK.jpg,"[18, 10749]",17920,en,I Capture the Castle,"A love story set in 1930s England that follows 17-year-old Cassandra Mortmain, and the fortunes of her eccentric family, struggling to survive in a decaying English castle. Based on Dodie Smith's 1948 novel with the same name.",1.985004,/3gKrJldhv9c8oNsxmcbJXYldZUu.jpg,2003-05-09,I Capture the Castle,False,7.1,23
15,False,/bOevscF5PUIpGSAM6U0obHw2oIo.jpg,"[35, 10749]",21544,en,Hope Springs,"British artist Colin Ware discovers that his fiancée, Vera, is going to marry another man. Distraught and despondent, he gets on a plane for America and ends up in the tiny town of Hope in New England. At first, Colin is depressed, but he soon finds more than a shoulder to cry on when his innkeepers introduce him to Mandy, a beautiful nurse. All's going well and Colin has almost forgotten his old flame until Vera shows up with a surprise of her own.",1.922044,/rdNR6qxIorbHNtPtTSvRuyIOyyg.jpg,2003-05-09,Hope Springs,False,4.7,19
16,False,/v9jKlRt9PYJ4NWVkSz3Ozkr8zdv.jpg,"[80, 35, 10749]",11775,en,Intolerable Cruelty,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,1.767903,/7oWPCwJkgOw0ZfrU2TC7mqLm0ex.jpg,2003-09-02,Intolerable Cruelty,False,5.7,301
17,False,/fkSJ91fw1KqpAFIVjyOjF6cVE6T.jpg,"[18, 35, 10749]",6964,en,Something's Gotta Give,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother, Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.",1.701561,/q1DO4rwTGz1VSX2sEqqboPwsXUF.jpg,2003-12-12,Something's Gotta Give,False,6.3,330
18,False,/5YcSv8k2510ZuZvSB1UdIRbTFs9.jpg,"[18, 53, 80, 10749]",237,en,Young Adam,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,1.670899,/eZDKfjjI5IhqKCOLHonTvKpPnNr.jpg,2003-09-26,Young Adam,False,5.9,34
19,False,/781m92R7cz8MAqg9SA8Nvg5Rpzu.jpg,"[35, 18, 10749]",10934,en,Under the Tuscan Sun,"After a rough divoce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.",1.647588,/z5mqOKxS8R9mnzyRulIbMX0U6kG.jpg,2003-04-30,Under the Tuscan Sun,False,6.4,134
0,False,,"[10749, 18]",111798,en,Lupe,Lupe (Andrea del Rosario) and Manolo (Leandro Munoz) are a young couple whose marriage life is about to undergo a drastic change when Manolo leaves for another country.,1.6429,/uwaokiq6qH7qPonRH2ugD0KoOEQ.jpg,2003-03-05,A Seaman's Wife,False,0.0,0
1,False,/caLMOD3ZJ3V7qjlxDXrzlJfBLgD.jpg,"[18, 10749]",20,en,My Life Without Me,A Pedro Almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness.,1.637305,/vVj92VBFUBzjqzLvBiPVVlJDp78.jpg,2003-03-07,My Life Without Me,False,7.1,61
2,False,/ol1jXenBOwnPHzBwkWlyPsujfQg.jpg,"[18, 10749]",17473,en,The Room,"Johnny is a successful banker with great respect for and dedication to the people in his life, especially his future wife Lisa. The happy-go-lucky guy sees his world fall apart when his friends begin to betray him one-by-one.",1.582075,/zYM0l2XBkwxJQQBCmi9A6zEUJX0.jpg,2003-06-27,The Room,False,4.4,116
3,False,/gtLHm7QWvH2EvCorEGc4Tmh8vKt.jpg,"[18, 35, 10749]",15708,en,Latter Days,Aaron Davis (Steve Sandvoss) and Christian Markelli (Wes Ramsey) are the two most opposite people in the world. Aaron is a young Elder (or a Mormon missionary) who wants to do his family proud and is quite passionate about his religion and film. Christian is a shallow WeHo waiter/party boy who only looks forward to bedding a new guy every night.,1.571506,/zlBE6Xul0YVVtMXhadXn68M2HU6.jpg,2003-07-10,Latter Days,False,6.5,40
4,False,/rPSQSiTM5KiLxdlcoeTHjQ8FHKj.jpg,"[18, 14, 27, 9648, 10749, 53]",9616,en,The Order,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",1.532178,/rA4pObT4LkueerqbpIac5A7Ds3H.jpg,2003-09-05,The Order,False,4.7,70
5,False,/v72oluvjaTPrshttqWJQ3zE28av.jpg,"[18, 10749]",10511,en,In America,An Irish immigrant family adjusts to life in the United States.,1.531453,/ssTYNuUlcjlRFcmXmHJDc1vG8LN.jpg,2003-10-31,In America,False,6.7,73
6,False,/2zCJDJTHjny0ENJqyBc5Sz6ABg2.jpg,"[35, 10749]",10739,en,Anything Else,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda  He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",1.464823,/3AORDBPSmgP6I0HRInPsylO4KWc.jpg,2003-08-27,Anything Else,False,6.1,100
